Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
33,"L Feng, MA Jeusfeld, J Hoppenbrouwers","Towards knowledge-based digital libraries",2001,"ACM SIGMOD Record","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/373626.373691","https://scholar.google.com/scholar?cites=17186625764451367332&as_sdt=2005&sciodt=2007&hl=en",194,"2022-06-21 20:50:26","","10.1145/373626.373691","","",,,,,33,1.57,11,3,21,"… making distributed heterogeneous resources spread across the network appear to be a single uni… To provide high-order cognition support, we further develop a DL information space …","https://research.tilburguniversity.edu/files/431203/sigmod-record-2001.pdf","https://scholar.google.com/scholar?q=related:pDmz-RIpg-4J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
10,"W Guo, R Su, R Tan, H Guo, Y Zhang, Z Liu…","Dual graph enhanced embedding neural network for ctr prediction",2021,"… of the 27th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447548.3467384","https://scholar.google.com/scholar?cites=16314504006702586688&as_sdt=2005&sciodt=2007&hl=en",195,"2022-06-21 20:50:26","","10.1145/3447548.3467384","","",,,,,10,10.00,1,7,1,"… High-order proximity in the attribute graphs helps to enhance the embedding of sparse features, because learning embedding of a node also helps learning embedding of its neighbors, …","https://arxiv.org/pdf/2106.00314","https://scholar.google.com/scholar?q=related:QNsxxvTCaOIJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
35,"S Ji, Y Feng, R Ji, X Zhao, W Tang, Y Gao","Dual channel hypergraph collaborative filtering",2020,"Proceedings of the 26th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3394486.3403253","https://scholar.google.com/scholar?cites=3228229932647667220&as_sdt=2005&sciodt=2007&hl=en",196,"2022-06-21 20:50:26","","10.1145/3394486.3403253","","",,,,,35,17.50,6,6,2,"… • We propose to employ the hypergraph for explicitly modeling the high-order correlations … For DHCF, without specification, the network depth L is set as 1 and JHConv is adopted. …","","https://scholar.google.com/scholar?q=related:FFa_FAX6zCwJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
54,"C Huang, X Wu, X Zhang, C Zhang, J Zhao…","Online purchase prediction via multi-scale modeling of behavior dynamics",2019,"… of the 25th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3292500.3330790","https://scholar.google.com/scholar?cites=15795212332243962619&as_sdt=2005&sciodt=2007&hl=en",197,"2022-06-21 20:50:26","","10.1145/3292500.3330790","","",,,,,54,18.00,9,6,3,"… Particularly, we develop a multi-scale pyramid neural network architecture to explore the high-order correlations underlying multiresolution online purchase patterns. In addition, we …","https://dl.acm.org/doi/pdf/10.1145/3292500.3330790","https://scholar.google.com/scholar?q=related:-0pF9-3dM9sJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
9,"W Wei, S Ram","Using a network analysis approach for organizing social bookmarking tags and enabling web content discovery",2012,"ACM Transactions on Management Information …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2361256.2361260","https://scholar.google.com/scholar?cites=15363901441180787026&as_sdt=2005&sciodt=2007&hl=en",198,"2022-06-21 20:50:26","","10.1145/2361256.2361260","","",,,,,9,0.90,5,2,10,"… The tags in high-order subgroups served to generate major … It is not difficult to see that this resulting high-order subgroup … This procedure was repeated for each of the high order …","","https://scholar.google.com/scholar?q=related:UmGxlfWKN9UJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
3,"N Zhao","End2End Semantic Segmentation for 3D Indoor Scenes",2018,"… of the 26th ACM international conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3240508.3243933","https://scholar.google.com/scholar?cites=911557242638266214&as_sdt=2005&sciodt=2007&hl=en",199,"2022-06-21 20:50:26","","10.1145/3240508.3243933","","",,,,,3,0.75,3,1,4,"… consider to model several high-order relationships like object … are: 1) ablation study on CRF and high-order CRF, and 2) a … framework is made of one VFL network based on point-level …","","https://scholar.google.com/scholar?q=related:Zm_jh3uApgwJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"H Huang, S Guo, C Li, J Sheng, L Wang, J Li…","Two-tier Graph Contextual Embedding for Cross-device User Matching",2021,"… of the 30th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3459637.3482308","",200,"2022-06-21 20:50:26","","10.1145/3459637.3482308","","",,,,,0,0.00,0,7,1,"… simultaneously capturing high-order and … high-order connections, we propose constructing behavior evolutionary graphs (BEGs), and an orderpreserving neighbor aggregation network (…","https://dl.acm.org/doi/pdf/10.1145/3459637.3482308","https://scholar.google.com/scholar?q=related:AVrE0osZTu4J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
4,"Z Bian, S Zhou, H Fu, Q Yang, Z Sun, J Tang…","Denoising user-aware memory network for recommendation",2021,"Fifteenth ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3460231.3474237","https://scholar.google.com/scholar?cites=17950834039752721661&as_sdt=2005&sciodt=2007&hl=en",201,"2022-06-21 20:50:26","","10.1145/3460231.3474237","","",,,,,4,4.00,1,7,1,"… In addition, we find that the cross and attention mechanism operations that can get high-order crossover features are better than the direct concatenate operation. The intuitive …","https://arxiv.org/pdf/2107.05474","https://scholar.google.com/scholar?q=related:_YRzmXMsHvkJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
7,"K Yang, X Chen","Unsupervised learning for cuboid shape abstraction via joint segmentation from point clouds",2021,"ACM Transactions on Graphics (TOG)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3450626.3459873","https://scholar.google.com/scholar?cites=9038917598010018962&as_sdt=2005&sciodt=2007&hl=en",202,"2022-06-21 20:50:26","","10.1145/3450626.3459873","","",,,,,7,7.00,4,2,1,"… Under the unsupervised learning framework, we propose a shape abstraction network based … Understanding the high-order structural representation of shapes has been a hot research …","https://arxiv.org/pdf/2106.03437","https://scholar.google.com/scholar?q=related:kgxqR6qvcH0J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
177,"D Bespalov, B Bai, Y Qi, A Shokoufandeh","Sentiment classification based on supervised latent n-gram analysis",2011,"Proceedings of the 20th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2063576.2063635","https://scholar.google.com/scholar?cites=14502002697719732695&as_sdt=2005&sciodt=2007&hl=en",203,"2022-06-21 20:50:26","","10.1145/2063576.2063635","","",,,,,177,16.09,44,4,11,"… In this paper, we will explore the use of high order n-grams for … discriminating classifier combined with high order n-grams as … The stacked layers in our network can be written in a more …","https://www.cs.cmu.edu/~qyj/papersA08/11-cikm.pdf","https://scholar.google.com/scholar?q=related:11lXYZ52QckJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
9,"P Munch, K Kormann, M Kronbichler","hyper. deal: An efficient, matrix-free finite-element library for high-dimensional partial differential equations",2021,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3469720","https://scholar.google.com/scholar?cites=11016899006525934099&as_sdt=2005&sciodt=2007&hl=en",204,"2022-06-21 20:50:26","","10.1145/3469720","","",,,,,9,9.00,3,3,1,"… This work shows a way to extend a low-dimensional general-purpose high-order matrix-… network topology. Once the job stretches over multiple islands due to the pruned-tree network …","https://arxiv.org/pdf/2002.08110","https://scholar.google.com/scholar?q=related:EwpVwkbj45gJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"T Ma, L Huang, Q Lu, S Hu","KR-GCN: Knowledge-aware Reasoning with Graph Convolution Network for Explainable Recommendation",2022,"ACM Transactions on Information Systems …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3511019","",205,"2022-06-21 20:50:26","","10.1145/3511019","","",,,,,0,0.00,0,4,1,"… items) into a heterogeneous graph, where the high-order relations in the heterogeneous graph are performed by the graph convolution network. A path-level self-attention mechanism is …","","https://scholar.google.com/scholar?q=related:86b5v2b0A-gJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
19,"D Cheng, Z Niu, Y Zhang","Contagious chain risk rating for networked-guarantee loans",2020,"Proceedings of the 26th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3394486.3403322","https://scholar.google.com/scholar?cites=16641390682937799576&as_sdt=2005&sciodt=2007&hl=en",206,"2022-06-21 20:50:26","","10.1145/3394486.3403322","","",,,,,19,9.50,6,3,2,"… by learning from their most relevant neighbors in high-order feature spaces. Afterwards, we introduce a recurrent and rating neural network to infer the risk probability of contagion chain …","","https://scholar.google.com/scholar?q=related:mLMAAagY8uYJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
81,"B Sun, F Yu, K Wu, VCM Leung","Mobility-based anomaly detection in cellular mobile networks",2004,"… of the 3rd ACM workshop on Wireless …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1023646.1023658","https://scholar.google.com/scholar?cites=4691509146897190428&as_sdt=2005&sciodt=2007&hl=en",207,"2022-06-21 20:50:26","","10.1145/1023646.1023658","","",,,,,81,4.50,20,4,18,"… However, these models may not accurately represent a cellular network … Therefore, in our system, the wireless cellular network is … First, we use a high order Markov model to compute its …","https://sceweb.sce.uhcl.edu/yang/teaching/csci5931WSNfall2008/WSN%20Papers/Sun,%20Mobility%20based%20anamoly%20detection.pdf","https://scholar.google.com/scholar?q=related:HI5NYbaWG0EJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
6,"Z Liu, L Yang, Z Fan, H Peng, PS Yu","Federated social recommendation with graph neural network",2021,"ACM Transactions on Intelligent …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3501815","https://scholar.google.com/scholar?cites=497162991174200625&as_sdt=2005&sciodt=2007&hl=en",208,"2022-06-21 20:50:26","","10.1145/3501815","","",,,,,6,6.00,1,5,1,"… their aggregation can model high-order structural information … methods and graph neural network based methods. Existing … group feature in a social network for recommendation. Unlike …","https://arxiv.org/pdf/2111.10778","https://scholar.google.com/scholar?q=related:Ma1oPBtH5gYJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"D García Martí, D Badini, D De Donno…","Scalable machine learning algorithms to design massive MIMO systems",2021,"… 24th International ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3479239.3485672","",209,"2022-06-21 20:50:26","","10.1145/3479239.3485672","","",,,,,0,0.00,0,4,1,"… standards use MIMO and high-order modulation schemes to … The study of the memory allocation for our particular network … -point numbers to train the network without losing model …","https://dspace.networks.imdea.org/bitstream/handle/20.500.12761/1529/MSWIM2021_MIMO_5pages_updated_results%20%282%29.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:JXP_kDuxx6sJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
11,"Y Feng, B Hu, F Lv, Q Liu, Z Zhang, W Ou","Atbrg: Adaptive target-behavior relational graph network for effective recommendation",2020,"… of the 43rd International ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3397271.3401428","https://scholar.google.com/scholar?cites=398215147567393973&as_sdt=2005&sciodt=2007&hl=en",210,"2022-06-21 20:50:26","","10.1145/3397271.3401428","","",,,,,11,5.50,2,6,2,"… , and thus can hardly take full advantage of high-order information over KG. On the contrary, … network has shown its potential in learning accurate node embeddings with the high-order …","https://arxiv.org/pdf/2005.12002","https://scholar.google.com/scholar?q=related:tSzvHpG-hgUJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
14,"J Xu, S Yu, K Sun, J Ren, I Lee, S Pan…","Multivariate relations aggregation learning in social networks",2020,"Proceedings of the ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3383583.3398518","https://scholar.google.com/scholar?cites=10773012516613511443&as_sdt=2005&sciodt=2007&hl=en",211,"2022-06-21 20:50:26","","10.1145/3383583.3398518","","",,,,,14,7.00,2,7,2,"… in the network, and use this to characterize the multivariate relationships and high-order structural features in the dataset, we need to count several representative network motifs and …","https://arxiv.org/pdf/2008.03654","https://scholar.google.com/scholar?q=related:E9mVVc5tgZUJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
36,"L Mei, P Ren, Z Chen, L Nie, J Ma, JY Nie","An attentive interaction network for context-aware recommendations",2018,"Proceedings of the 27th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3269206.3271813","https://scholar.google.com/scholar?cites=17635546331255868393&as_sdt=2005&sciodt=2007&hl=en",212,"2022-06-21 20:50:26","","10.1145/3269206.3271813","","",,,,,36,9.00,6,6,4,"… • We enhance CARS by proposing AIN for explicitly modeling the high-order … network model for sparse data prediction. It deepens FM under the neural framework to learn high-order …","https://www.researchgate.net/profile/Lei-Mei-6/publication/328437046_An_Attentive_Interaction_Network_for_Context-aware_Recommendations/links/5cb3ea6c92851c8d22ec3d02/An-Attentive-Interaction-Network-for-Context-aware-Recommendations.pdf","https://scholar.google.com/scholar?q=related:6QtzfvMLvvQJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
229,"S Yoshizawa, A Belyaev, HP Seidel","Fast and robust detection of crest lines on meshes",2005,"Proceedings of the 2005 ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1060244.1060270","https://scholar.google.com/scholar?cites=15496916480306408449&as_sdt=2005&sciodt=2007&hl=en",213,"2022-06-21 20:50:26","","10.1145/1060244.1060270","","",,,,,229,13.47,76,3,17,"… Their practical extraction is difficult because it requires good estimation of high-order surface derivatives. Our approach to the crest line detection is based on estimating the curvature …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.61.3753&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:AWyPwm4bENcJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
155,"Y Wei, X Wang, L Nie, X He, R Hong…","MMGCN: Multi-modal graph convolution network for personalized recommendation of micro-video",2019,"… of the 27th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3343031.3351034","https://scholar.google.com/scholar?cites=10573586312217842342&as_sdt=2005&sciodt=2007&hl=en",214,"2022-06-21 20:50:26","","10.1145/3343031.3351034","","",,,,,155,51.67,26,6,3,"… Inspired by the recent success of graph convolution networks (GCNs) [14, 22], we use the information-propagation mechanism to encode high-order connectivity between users and …","https://weiyinwei.github.io/papers/mmgcn.pdf","https://scholar.google.com/scholar?q=related:plKtzbrsvJIJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"P Shao, Y Yang, S Xu, C Wang","Network Embedding via Motifs",2021,"ACM Transactions on Knowledge …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3473911","",215,"2022-06-21 20:50:26","","10.1145/3473911","","",,,,,0,0.00,0,4,1,"… NEU also values high-order structure information and it performs better than NetMF while it is not as effective as LEMON, which indicates that LEMON can extract high-order structure …","http://yangy.org/works/motif/TKDD21_Motif.pdf","https://scholar.google.com/scholar?q=related:5qU4zGp05l4J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
103,"I Davidson, S Gilpin, O Carmichael…","Network discovery via constrained tensor analysis of fmri data",2013,"… of the 19th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2487575.2487619","https://scholar.google.com/scholar?cites=9999108370664542287&as_sdt=2005&sciodt=2007&hl=en",216,"2022-06-21 20:50:26","","10.1145/2487575.2487619","","",,,,,103,11.44,26,4,9,"… in this paper are presented as analyzing a slice of the brain (dimensions a and b) over time t so they can be easily visualized but all results of course are easily generalized to high order …","https://www.researchgate.net/profile/Peter-Walker-12/publication/266654053_Network_discovery_via_constrained_tensor_analysis_of_fMRI_data/links/543eb9650cf21c84f23cad7d/Network-discovery-via-constrained-tensor-analysis-of-fMRI-data.pdf","https://scholar.google.com/scholar?q=related:T1AY6BX4w4oJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
1,"L Wang, F Hu, S Wu, L Wang","Fully hyperbolic graph convolution network for recommendation",2021,"Proceedings of the 30th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3459637.3482109","https://scholar.google.com/scholar?cites=8062032484560702427&as_sdt=2005&sciodt=2007&hl=en",217,"2022-06-21 20:50:26","","10.1145/3459637.3482109","","",,,,,1,1.00,0,4,1,"… As a result, influence from high-order neighbors cannot be captured … In order to capture the influence from high-order neighbors, Wang et al. [24] proposed NGCF, a GCN framework per…","https://arxiv.org/pdf/2108.04607","https://scholar.google.com/scholar?q=related:24vmidQX4m8J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"X Liu, Q Xu, Y Mu, J Yang, L Lin, S Yan","High-Precision Camera Localization in Scenes with Repetitive Patterns",2018,"ACM Transactions on Intelligent …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3226111","",218,"2022-06-21 20:50:26","","10.1145/3226111","","",,,,,0,0.00,0,6,4,"… We also integrate high-order statistical knowledge over GPS readings, which can further … min-cost network flow framework. In Section 2.2, we present a hierarchical network flow method …","https://dl.acm.org/doi/pdf/10.1145/3226111","https://scholar.google.com/scholar?q=related:WscliuWf3ZUJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
3,"Z Zhao, Z Fang, Y Li, C Peng, Y Bao…","Dimension relation modeling for click-through rate prediction",2020,"… of the 29th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3340531.3412108","https://scholar.google.com/scholar?cites=12998048938611560111&as_sdt=2005&sciodt=2007&hl=en",219,"2022-06-21 20:50:26","","10.1145/3340531.3412108","","",,,,,3,1.50,1,6,2,"… , it’s hard to capture highorder interactions under the linear … level (low-order or high-order) feature interactions thus making it … We design FED network based on DRM, which takes the …","","https://scholar.google.com/scholar?q=related:r84Vn6RYYrQJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
3,"F Ju, Y Sun, J Gao, M Antolovich, J Dong…","Tensorizing restricted Boltzmann machine",2019,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3321517","https://scholar.google.com/scholar?cites=1683305950313473405&as_sdt=2005&sciodt=2007&hl=en",220,"2022-06-21 20:50:26","","10.1145/3321517","","",,,,,3,1.00,1,6,3,"… in high-order RBM is the excessively large number of free parameters. For the above energy function (3), the defined tensor network … model called TTRBM for high-order tensor data by …","","https://scholar.google.com/scholar?q=related:fWW84NdNXBcJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
10,"S Bhanja, K Lingasubramanian…","A stimulus-free graphical probabilistic switching model for sequential circuits using dynamic bayesian networks",2004,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1142980.1142990","https://scholar.google.com/scholar?cites=6380039932680859090&as_sdt=2005&sciodt=2007&hl=en",221,"2022-06-21 20:50:26","","10.1145/1142980.1142990","","",,,,,10,0.56,3,3,18,"… the logic structure and is shown to be a dynamic Bayesian network. Dynamic Bayesian networks are extremely powerful in modeling high order temporal, as well as spatial, correlations; …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.482.9982&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:0u0_EIR0ilgJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
18,"B Lu, X Gan, H Jin, L Fu, H Zhang","Spatiotemporal adaptive gated graph convolution network for urban traffic flow forecasting",2020,"Proceedings of the 29th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3340531.3411894","https://scholar.google.com/scholar?cites=17489923952395947117&as_sdt=2005&sciodt=2007&hl=en",222,"2022-06-21 20:50:26","","10.1145/3340531.3411894","","",,,,,18,9.00,4,5,2,"… • We propose a novel adaptive graph gating mechanism to selectively update and forget the high-order neighbor information of nodes within the multi-layer stacking. GNN based on …","https://drive.google.com/file/d/1VZz2iCXrlAid6tqNibDuNZbYwplzQa4n/view","https://scholar.google.com/scholar?q=related:bQwoSyuxuPIJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
8,"P Wang, P Zhang, C Zhou, Z Li, G Li","Modeling infinite topics on social behavior data with spatio-temporal dependence",2015,"Proceedings of the 24th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2806416.2806635","https://scholar.google.com/scholar?cites=6474830528568800005&as_sdt=2005&sciodt=2007&hl=en",223,"2022-06-21 20:50:26","","10.1145/2806416.2806635","","",,,,,8,1.14,2,5,7,"… , or cannot handle the high order dependence among user … number of topics and model high-order temporal and spatial de… Topic modeling plays an important role in social network …","","https://scholar.google.com/scholar?q=related:BbMyhA8421kJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
179,"M Steiner, T En-Najjary, EW Biersack","Exploiting KAD: possible uses and misuses",2007,"ACM SIGCOMM Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1290168.1290176","https://scholar.google.com/scholar?cites=8304005469843307301&as_sdt=2005&sciodt=2007&hl=en",224,"2022-06-21 20:50:26","","10.1145/1290168.1290176","","",,,,,179,11.93,60,3,15,"… However, to limit the network load and the data volume, we decided to crawl only a part of … active peers whose Kad IDs have the same 8 high-order bits. A zone crawl explores one 256-…","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.75.7903&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:JTvpcvrAPXMJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
61,"S Kallweit, T Müller, B Mcwilliams, M Gross…","Deep scattering: Rendering atmospheric clouds with radiance-predicting neural networks",2017,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3130800.3130880","https://scholar.google.com/scholar?cites=22018661965216422&as_sdt=2005&sciodt=2007&hl=en",225,"2022-06-21 20:50:26","","10.1145/3130800.3130880","","",,,,,61,12.20,12,5,5,"… the problem by synthesizing high-order scattering using … network all-at-once yields poor results. Instead, we propose to input the hierarchy progressively, with each block of the network …","https://arxiv.org/pdf/1709.05418","https://scholar.google.com/scholar?q=related:prrdPNs5TgAJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
5,"J Zhang, Y Zhu, Q Liu, S Wu, S Wang…","Mining Latent Structures for Multimedia Recommendation",2021,"… of the 29th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3474085.3475259","https://scholar.google.com/scholar?cites=14912346991849236673&as_sdt=2005&sciodt=2007&hl=en",226,"2022-06-21 20:50:26","","10.1145/3474085.3475259","","",,,,,5,5.00,1,6,1,"… ships are implicitly modeled through high-order item-user-item … convolutions to explicitly inject high-order item affinities into item … It utilizes a deep neural network to learn k-neighbor …","https://arxiv.org/pdf/2104.09036","https://scholar.google.com/scholar?q=related:weiJgJRM884J:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
17,"Q Zhou, G Xu, Y Zong","Web co-clustering of usage network using tensor decomposition",2009,"2009 IEEE/WIC/ACM International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5285067/","https://scholar.google.com/scholar?cites=15775170398315938568&as_sdt=2005&sciodt=2007&hl=en",227,"2022-06-21 20:50:26","","","","",,,,,17,1.31,6,3,13,"… In this paper, we aim to address finding web object co-clusters by introducing a recently emerging high-order data analysis method, a so-called tensor-based latent analytic algorithm in …","","https://scholar.google.com/scholar?q=related:CAPhluWp7NoJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
5,"J Zhou, L Liu, W Wei, J Fan","Network representation learning: from preprocessing, feature extraction to node embedding",2022,"ACM Computing Surveys (CSUR)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3491206","https://scholar.google.com/scholar?cites=8425995569623476786&as_sdt=2005&sciodt=2007&hl=en",228,"2022-06-21 20:50:26","","10.1145/3491206","","",,,,,5,5.00,1,4,1,"… can be used to preserve global network properties like high-order proximity and community … If the network property focuses on high-order proximity, the proximity matrix can be replaced …","https://arxiv.org/pdf/2110.07582","https://scholar.google.com/scholar?q=related:Mips5lMm73QJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
488,"X Yang, D Wetherall, T Anderson","A DoS-limiting network architecture",2005,"ACM SIGCOMM Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1090191.1080120","https://scholar.google.com/scholar?cites=6624754238478883318&as_sdt=2005&sciodt=2007&hl=en",229,"2022-06-21 20:50:26","","10.1145/1090191.1080120","","",,,,,488,28.71,163,3,17,"… The high-order bit of the timestamp indicates whether the current or the previous router secret should be used for validation. This trick allows a router to try only one secret even if the …","https://dl.acm.org/doi/pdf/10.1145/1080091.1080120","https://scholar.google.com/scholar?q=related:9hnMZOHa71sJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
0,"Q Xu, P Mazumder","Novel interconnect modeling by using high-order compact finite difference methods",2002,"… of the 12th ACM Great Lakes symposium on VLSI","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/505306.505338","",230,"2022-06-21 20:50:26","","10.1145/505306.505338","","",,,,,0,0.00,0,2,20,"… high order finite method is determined by high order Taylor series. The advantage of high order … In general, the high order schemes have a high order truncation error. Thus, to achieve …","https://www.researchgate.net/profile/P-Mazumder/publication/220903947_Novel_interconnect_modeling_by_using_high-order_compact_finite_difference_methods/links/54b7a8350cf2bd04be33b63b/Novel-interconnect-modeling-by-using-high-order-compact-finite-difference-methods.pdf","https://scholar.google.com/scholar?q=related:iOiS2tkHEMMJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
183,"G Te, W Hu, A Zheng, Z Guo","Rgcnn: Regularized graph cnn for point cloud segmentation",2018,"Proceedings of the 26th ACM international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3240508.3240621","https://scholar.google.com/scholar?cites=13447014315543960891&as_sdt=2005&sciodt=2007&hl=en",231,"2022-06-21 20:50:26","","10.1145/3240508.3240621","","",,,,,183,45.75,46,4,4,"… regularized graph convolutional neural network (RGCNN) for point … a three-layer GCNN with high-order Chebyshev polynomials. In … Further, we apply the network architecture to the …","https://arxiv.org/pdf/1806.02952","https://scholar.google.com/scholar?q=related:Ox2XT0ZknboJ:scholar.google.com/&scioq=source:acm+%22high+order%22+network&hl=en&as_sdt=2007"
