Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
149,"L Cao","Data science: challenges and directions",2017,"Communications of the ACM","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/3015456","https://scholar.google.com/scholar?cites=2705852547734028770&as_sdt=2005&sciodt=2007&hl=en",98,"2022-06-21 19:36:36","","10.1145/3015456","","",,,,,149,29.80,149,1,5,"… even more complex, as when quantifying complex behavioral data?’’; and “… complex data and related business problems,5,6 I take the view here that data science problems are complex …","https://arxiv.org/pdf/2006.16966","https://scholar.google.com/scholar?q=related:4sFFUo4ejSUJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
43,"HL Morgan, JV Soden","Understanding MIS failures",1973,"ACM SIGMIS Database: the DATABASE for …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/2579442.2579456","https://scholar.google.com/scholar?cites=6986778967954290538&as_sdt=2005&sciodt=2007&hl=en",99,"2022-06-21 19:36:36","PDF","10.1145/2579442.2579456","","",,,,,43,0.88,22,2,49,"… increased emphasis on more complex, higher transaction volume … with quite sophisticated and complex data management systems (… Stage 2: Contagion-New computer applications are …","https://dl.acm.org/doi/pdf/10.1145/2579442.2579456","https://scholar.google.com/scholar?q=related:avcVLXQG9mAJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
575,"O Tsur, A Rappoport","What's in a hashtag? Content based prediction of the spread of ideas in microblogging communities",2012,"… of the fifth ACM international conference on Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2124295.2124320","https://scholar.google.com/scholar?cites=4201071027441640687&as_sdt=2005&sciodt=2007&hl=en",100,"2022-06-21 19:36:36","","10.1145/2124295.2124320","","",,,,,575,57.50,288,2,10,"… Differences in the mechanics of information diffusion across topics: Idioms, political hashtags, and complex contagion on twitter. In Proceedings of the 13th international conference on …","http://www-connex.lip6.fr/~gallinar/gallinari/uploads/Teaching/wsdm2012-p643-tsur.pdf","https://scholar.google.com/scholar?q=related:7yTYWtczTToJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
3,"A Fujita, JR Sato, MA Demasi…","Inferring contagion in regulatory networks",2010,"IEEE/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5467038/","https://scholar.google.com/scholar?cites=14765477154805854870&as_sdt=2005&sciodt=2007&hl=en",101,"2022-06-21 19:36:36","","","","",,,,,3,0.25,1,4,12,"… , we introduce the concept of contagion in order to infer directionality … in order to test the contagion concept. This technique was … by contagion as actually belonging to the TP53 pathway. …","","https://scholar.google.com/scholar?q=related:ljJZzz2D6cwJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
2869,"J Leskovec, LA Adamic, BA Huberman","The dynamics of viral marketing",2007,"ACM Transactions on the Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1232722.1232727","https://scholar.google.com/scholar?cites=6377976329808727457&as_sdt=2005&sciodt=2007&hl=en",102,"2022-06-21 19:36:36","","10.1145/1232722.1232727","","",,,,,2869,191.27,956,3,15,"We present an analysis of a person-to-person recommendation network, consisting of 4 million people who made 16 million recommendations on half a million products. We observe …","https://arxiv.org/pdf/physics/0509039.pdf%20(2","https://scholar.google.com/scholar?q=related:oU0ZFK4fg1gJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
12,"M Klein, A Manzoor, J Mollee…","Effect of changes in the structure of a social network on emotion contagion",2014,"2014 IEEE/WIC/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6928195/","https://scholar.google.com/scholar?cites=14547129781318740012&as_sdt=2005&sciodt=2007&hl=en",103,"2022-06-21 19:36:36","","","","",,,,,12,1.50,3,4,8,"… Furthermore, the computational model was used to study the role of emotion contagion to … emotion contagion but also covers behaviour contagion. In this work, this contagion model …","https://www.researchgate.net/profile/Jan-Treur/publication/276267436_Effect_of_Changes_in_the_Structure_of_a_Social_Network_on_Emotion_Contagion/links/5623933308aed8dd1948bd63/Effect-of-Changes-in-the-Structure-of-a-Social-Network-on-Emotion-Contagion.pdf","https://scholar.google.com/scholar?q=related:LGgCTXbJ4ckJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
2623,"J Mirkovic, P Reiher","A taxonomy of DDoS attack and DDoS defense mechanisms",2004,"ACM SIGCOMM Computer Communication …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/997150.997156","https://scholar.google.com/scholar?cites=18304460348400631479&as_sdt=2005&sciodt=2007&hl=en",104,"2022-06-21 19:36:36","","10.1145/997150.997156","","",,,,,2623,145.72,1312,2,18,"… The DDoS field is quickly becoming more and more complex, and has reached the point … pages visited by these clients (this worm is called contagion worm in [70]). Signpost scanning …","https://www.researchgate.net/profile/Peter-Reiher/publication/2879658_A_taxonomy_of_DDoS_attack_and_DDoS_Defense_mechanisms/links/02e7e51d1ce0432910000000/A-taxonomy-of-DDoS-attack-and-DDoS-Defense-mechanisms.pdf","https://scholar.google.com/scholar?q=related:t36kp7SBBv4J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
4,"H Haddad, B Moulin, M Thériault","A fully GIS-integrated simulation approach for analyzing the spread of epidemics in urban areas",2016,"Sigspatial Special","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2961028.2961034","https://scholar.google.com/scholar?cites=6391453111843921322&as_sdt=2005&sciodt=2007&hl=en",105,"2022-06-21 19:36:36","","10.1145/2961028.2961034","","",,,,,4,0.67,1,3,6,"… communicable diseases are complex phenomena, and their dynamics are influenced by a complex set of … Every type of container has different parameters for the local contagion model. …","https://www.sigspatial.org/wp-content/uploads/special-issues/8/1/Paper4.pdf","https://scholar.google.com/scholar?q=related:qp0F6r0As1gJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
10,"E Bagheri, PG Esteban, HL Cao, AD Beir…","An autonomous cognitive empathy model responsive to users' facial emotion expressions",2020,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3341198","https://scholar.google.com/scholar?cites=2018987971337438358&as_sdt=2005&sciodt=2007&hl=en",106,"2022-06-21 19:36:36","","10.1145/3341198","","",,,,,10,5.00,2,5,2,"… He proposed that empathy starts with emotional contagion and then evolves to two more complex forms, ie, emotional and cognitive empathy, where emotional contagion and self …","","https://scholar.google.com/scholar?q=related:lsRa5dziBBwJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
2,"YS Tsai, CT Sun, CY Huang","Epidemic dynamics and thresholds in agent-based simulations under realistic resources and cost conditions",2008,"2008 IEEE/WIC/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4740597/","https://scholar.google.com/scholar?cites=7455472740704723356&as_sdt=2005&sciodt=2007&hl=en",107,"2022-06-21 19:36:36","","","","",,,,,2,0.14,1,3,14,"… equation for depicting homogeneous complex networks such as … critical thresholds exist when contagion events occur in scale… of the cost of a single contagion event to total amount of an …","","https://scholar.google.com/scholar?q=related:nCFQ9vQod2cJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
145,"F Kooti, WA Mason, KP Gummadi, M Cha","Predicting emerging social conventions in online social networks",2012,"Proceedings of the 21st ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2396761.2396820","https://scholar.google.com/scholar?cites=15154896957224324322&as_sdt=2005&sciodt=2007&hl=en",108,"2022-06-21 19:36:36","","10.1145/2396761.2396820","","",,,,,145,14.50,36,4,10,"… They describe this as “complex contagion” and explain that when a particular behavior is controversial or contentious, people may need more exposure to it from others before adopting …","https://ojs.aaai.org/index.php/ICWSM/article/download/14267/14116/17785","https://scholar.google.com/scholar?q=related:4gwBD30CUdIJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
5,"RKW Lee, Z Li","Online xenophobic behavior amid the COVID-19 pandemic: a commentary",2020,"Digital Government: Research and Practice","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3428091","https://scholar.google.com/scholar?cites=6388810383930203224&as_sdt=2005&sciodt=2007&hl=en",109,"2022-06-21 19:36:36","","10.1145/3428091","","",,,,,5,2.50,3,2,2,"… Hate speech presents complex policy challenges, as it often brings two fundamental rights … With this complex and challenging policy backdrop for tackling online xenophobic behaviors…","https://dl.acm.org/doi/fullHtml/10.1145/3428091","https://scholar.google.com/scholar?q=related:WJx83zGdqVgJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
7,"D Guinier","Prophylaxis for “virus” propagation and general computer security policy",1991,"ACM SIGSAC Review","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/127024.127028","https://scholar.google.com/scholar?cites=8767826034502731303&as_sdt=2005&sciodt=2007&hl=en",110,"2022-06-21 19:36:36","","10.1145/127024.127028","","",,,,,7,0.23,7,1,31,"… from one-to-two requires less than 17 levels of exchanges for this case of contagion. … These mechanisms involve more complex interactions depending on the characteristics of : …","https://dl.acm.org/doi/pdf/10.1145/127024.127028","https://scholar.google.com/scholar?q=related:Jwb1DlOTrXkJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
14,"G Sun, T Tang, TQ Peng, R Liang, Y Wu","Socialwave: visual analysis of spatio-temporal diffusion of information on social media",2017,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3106775","https://scholar.google.com/scholar?cites=14989427973742475700&as_sdt=2005&sciodt=2007&hl=en",111,"2022-06-21 19:36:36","","10.1145/3106775","","",,,,,14,2.80,3,5,5,"… However, they cannot be directly applied to visualize the complex graph (captured by our proposed spatio-temporal diffusion model), namely, a dynamic, directed, dyadic full graph with …","https://www.godoorsun.org/papers/socialwave%20acm%20tist.pdf","https://scholar.google.com/scholar?q=related:tDk5IVMlBdAJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
4,"G Korkmaz, CJ Kuhlman, J Goldstein…","A model of homophily, common knowledge and collective action through Facebook",2018,"2018 IEEE/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8508834/","https://scholar.google.com/scholar?cites=3811958852461708411&as_sdt=2005&sciodt=2007&hl=en",112,"2022-06-21 19:36:36","","","","",,,,,4,1.00,1,4,4,"… and affect the contagion dynamics. Most real life networks possess more complex structures, and … of homophily on the contagion speed, ie, the time it takes for the contagion to spread to …","","https://scholar.google.com/scholar?q=related:e8RiM2HM5jQJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
36,"P Lagrée, O Cappé, B Cautis, S Maniu","Algorithms for online influencer marketing",2018,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3274670","https://scholar.google.com/scholar?cites=10289116025578071426&as_sdt=2005&sciodt=2007&hl=en",113,"2022-06-21 19:36:36","","10.1145/3274670","","",,,,,36,9.00,9,4,4,"… First, the more complex the model, the harder to learn in large … For examples of insights into this complex reality, the topical … What makes the problem more complex in this setting is the …","https://arxiv.org/pdf/1702.05354","https://scholar.google.com/scholar?q=related:giVc3YJIyo4J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
1,"B Lee, M Lee, J Bibliowicz, R Goldstein…","Simulation and Visualization of Virus Transmission for Architectural Design Analysis",2021,"ACM SIGGRAPH 2021 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3450623.3464638","https://scholar.google.com/scholar?cites=15153589664895031760&as_sdt=2005&sciodt=2007&hl=en",114,"2022-06-21 19:36:36","","10.1145/3450623.3464638","","",,,,,1,1.00,0,5,1,"… Virus transmission in buildings is complex, and combining interacting mechanisms into a single … When an air-based contagion behaviour is triggered for an infected agent, the system …","","https://scholar.google.com/scholar?q=related:0FkZWINdTNIJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
5,"M Furini, F Mandreoli, R Martoglia…","A predictive method to improve the effectiveness of twitter communication in a cultural heritage scenario",2022,"ACM Journal on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3470786","https://scholar.google.com/scholar?cites=12207024781810664599&as_sdt=2005&sciodt=2007&hl=en",115,"2022-06-21 19:36:36","","10.1145/3470786","","",,,,,5,5.00,1,4,1,"… As to the number of classes, we also wanted to measure the accuracy for a more complex (even if less frequent) scenario where it is needed to discriminate between a larger number of …","http://isgroup.unimo.it/article/jocch21.pdf","https://scholar.google.com/scholar?q=related:lwQ3DF0QaKkJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
52,"F Zhou, X Xu, G Trajcevski, K Zhang","A survey of information cascade analysis: Models, predictions, and recent advances",2021,"ACM Computing Surveys (CSUR)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3433000","https://scholar.google.com/scholar?cites=175443454897716290&as_sdt=2005&sciodt=2007&hl=en",116,"2022-06-21 19:36:36","","10.1145/3433000","","",,,,,52,52.00,13,4,1,"The deluge of digital information in our daily life—from user-generated content, such as microblogs and scientific papers, to online business, such as viral marketing and advertising—…","https://dl.acm.org/doi/pdf/10.1145/3433000","https://scholar.google.com/scholar?q=related:QnxYh-RMbwIJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
15,"G Razis, I Anagnostopoulos, S Zeadally","Modeling influence with semantics in social networks: A survey",2020,"ACM Computing Surveys …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3369780","https://scholar.google.com/scholar?cites=16803004745295158688&as_sdt=2005&sciodt=2007&hl=en",117,"2022-06-21 19:36:36","","10.1145/3369780","","",,,,,15,7.50,5,3,2,"… but also for gaining deep insights into the structure and characteristics of complex networks. … structural equivalence, that can be related to social contagion and network diffusion [124…","https://arxiv.org/pdf/1801.09961","https://scholar.google.com/scholar?q=related:oF2FKspDMOkJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
13,"I Verdiesen, V Dignum, JVD Hoven","Measuring moral acceptability in E-deliberation: A practical application of ethics by participation",2018,"ACM Transactions on Internet …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3183324","https://scholar.google.com/scholar?cites=3369687771416683973&as_sdt=2005&sciodt=2007&hl=en",118,"2022-06-21 19:36:36","","10.1145/3183324","","",,,,,13,3.25,4,3,4,"… complex political and social issues in real time. MOOD offers the opportunity for people to develop and draft collective judgements on complex … , such as social contagion, availability …","","https://scholar.google.com/scholar?q=related:xeVEuyyJwy4J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
3,"MC Schraefel, E Hekler","Tuning: an approach for supporting healthful adaptation",2020,"Interactions","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/3381897","https://scholar.google.com/scholar?cites=16942845195949403666&as_sdt=2005&sciodt=2007&hl=en",119,"2022-06-21 19:36:36","","10.1145/3381897","","",,,,,3,1.50,2,2,2,"… Our inbodied, complex, nonvolitional processes are always on, always immediately … contagion, and the inbodied science of each. The school blends seminars and design studio work. …","","https://scholar.google.com/scholar?q=related:Em7_TPATIesJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
0,"S Dughmi, V Gkatzelis, J Hartline","SIGecom job market candidate profiles 2016",2015,"ACM SIGecom Exchanges","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2845926.2845927","",120,"2022-06-21 19:36:36","","10.1145/2845926.2845927","","",,,,,0,0.00,0,3,7,"… making them more complex and harder to analyze. I study these complex design problems, … an accurate global diagnosis about a spreading contagion? We have shown that, given a …","http://www.sigecom.org/exchanges/volume_14/1/issue.pdf#page=4",""
16,"D Watts","Computational social science",2016,"… of the 22nd ACM SIGKDD international conference on …","stat-athens.aueb.gr","http://www2.stat-athens.aueb.gr/~jpan/Watts-2013.pdf","https://scholar.google.com/scholar?cites=102315365317995696&as_sdt=2005&sciodt=2007&hl=en",121,"2022-06-21 19:36:36","PDF","","","",,,,,16,2.67,16,1,6,"… complex organizations, and the dynamics of epidemics or social movements, among others. … Creating social contagion through viral product design: A randomized trial of peer influence …","http://www2.stat-athens.aueb.gr/~jpan/Watts-2013.pdf","https://scholar.google.com/scholar?q=related:sOzXXEh_awEJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
21,"Y Fernandess, A Fernández, M Monod","A generic theoretical framework for modeling gossip-based algorithms",2007,"ACM SIGOPS Operating …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1317379.1317384","https://scholar.google.com/scholar?cites=1728530687873902562&as_sdt=2005&sciodt=2007&hl=en",122,"2022-06-21 19:36:36","","10.1145/1317379.1317384","","",,,,,21,1.40,7,3,15,"… Consequently, computer networks have evolved into more complex system and become … given system settings (eg, fanout, contagion period) on the different complexity measurements …","https://infoscience.epfl.ch/record/111721/files/osr.pdf","https://scholar.google.com/scholar?q=related:4ucVooD5_BcJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
3,"F Xu, B Desmarais, D Peuquet","Stand: A spatio-temporal algorithm for network diffusion simulation",2020,"Proceedings of the 3rd ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3423335.3428164","https://scholar.google.com/scholar?cites=4526207548039189456&as_sdt=2005&sciodt=2007&hl=en",123,"2022-06-21 19:36:36","","10.1145/3423335.3428164","","",,,,,3,1.50,1,3,2,"… occur at different rates via complex and latent connections. … each contagion 𝑐 and the contagion must diffuse forward in time. If there is a node 𝑗 that never got infected by any contagion…","https://arxiv.org/pdf/1904.05998","https://scholar.google.com/scholar?q=related:0FORuMhR0D4J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
56,"S Cresci, M Petrocchi, A Spognardi…","Better safe than sorry: an adversarial approach to improve social bot detection",2019,"… of the 10th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3292522.3326030","https://scholar.google.com/scholar?cites=7490500737449576727&as_sdt=2005&sciodt=2007&hl=en",124,"2022-06-21 19:36:36","","10.1145/3292522.3326030","","",,,,,56,18.67,14,4,3,"… Evidence of complex contagion of information in social media: An experiment using Twitter bots. PloS one 12, 9 (2017). [38] Marcel Salathé, Duy Q Vu, Shashank Khandelwal, and …","https://arxiv.org/pdf/1904.05132","https://scholar.google.com/scholar?q=related:F8l7_bua82cJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
2,"JD Applen, SH Stephens","Digital humanities, middleware, and user experience design for public health applications",2018,"Communication Design Quarterly Review","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3188173.3188176","https://scholar.google.com/scholar?cites=8783174069718129937&as_sdt=2005&sciodt=2007&hl=en",125,"2022-06-21 19:36:36","","10.1145/3188173.3188176","","",,,,,2,0.50,1,2,4,"… (that requires us to fit a complex human story into a specific … , we must often fit a complex human story into a database. … of reducing the complexity of contagion down to mere connections …","","https://scholar.google.com/scholar?q=related:EZ34-Uca5HkJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
68,"S Chancellor, EPS Baumer…","Who is the"" human"" in human-centered machine learning: The case of predicting mental health from social media",2019,"Proceedings of the ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3359249","https://scholar.google.com/scholar?cites=1100805198991463722&as_sdt=2005&sciodt=2007&hl=en",126,"2022-06-21 19:36:36","","10.1145/3359249","","",,,,,68,22.67,23,3,3,"… We identify five discourses that weave a complex narrative of who the human subject is in this research: Disorder/Patient, Social Media, Scientific, Data/Machine Learning, and Person. …","https://dl.acm.org/doi/pdf/10.1145/3359249","https://scholar.google.com/scholar?q=related:KhXKBH_YRg8J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
32,"R Korolov, J Peabody, A Lavoie, S Das…","Actions are louder than words in social media",2015,"… of the 2015 ieee/acm …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2808797.2809376","https://scholar.google.com/scholar?cites=2336184660886208553&as_sdt=2005&sciodt=2007&hl=en",127,"2022-06-21 19:36:36","","10.1145/2808797.2809376","","",,,,,32,4.57,6,5,7,"… We consider three models of influence (or contagion):1 … This is due to the combination of contagion effects and the … It would be interesting to extend our analysis to more complex multi…","https://cs.gmu.edu/~sanmay/papers/square.pdf","https://scholar.google.com/scholar?q=related:KcDWSZLLayAJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
67,"X Tang, CC Yang","Ranking user influence in healthcare social media",2012,"ACM Transactions on Intelligent Systems and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2337542.2337558","https://scholar.google.com/scholar?cites=3273820160498373291&as_sdt=2005&sciodt=2007&hl=en",128,"2022-06-21 19:36:36","","10.1145/2337542.2337558","","",,,,,67,6.70,34,2,10,"… Similarly, network-based approaches are good at representing the complex interaction network but completely ignore the content of users’ conversation. To our best knowledge, there …","http://www.ischool.drexel.edu/faculty/cyang/papers/yang-TIST-2012.pdf","https://scholar.google.com/scholar?q=related:q5IELRfybi0J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
0,"G Preti, G De Francisci Morales, F Bonchi","FreSCo: Mining Frequent Patterns in Simplicial Complexes",2022,"Proceedings of the ACM Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3485447.3512191","",129,"2022-06-21 19:36:36","","10.1145/3485447.3512191","","",,,,,0,0.00,0,3,1,"… new links between entities [9], and studying the mechanisms of social contagion [26]. … Therefore, we find the canonical form of a complex by first mapping the complex to a bipartite graph…","https://arxiv.org/pdf/2201.08005","https://scholar.google.com/scholar?q=related:DIOCkayvu_UJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
17,"S Lamprier, S Bourigault…","Extracting diffusion channels from real-world social data: a delay-agnostic learning of transmission probabilities",2015,"2015 IEEE/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7403538/","https://scholar.google.com/scholar?cites=5503029785096691312&as_sdt=2005&sciodt=2007&hl=en",130,"2022-06-21 19:36:36","","","","",,,,,17,2.43,6,3,7,"… Various learning models have been proposed in the literature, but we argue that the diffusion mechanisms defined in most of these models are too complex for real social networks, …","https://www.researchgate.net/profile/Sylvain-Lamprier/publication/301444685_Extracting_Diffusion_Channels_from_Real-World_Social_Data_a_Delay-Agnostic_Learning_of_Transmission_Probabilities/links/57330bc008ae298602dcdf63/Extracting-Diffusion-Channels-from-Real-World-Social-Data-a-Delay-Agnostic-Learning-of-Transmission-Probabilities.pdf","https://scholar.google.com/scholar?q=related:cB4V6W6wXkwJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
116,"BJ Grosz, DG Grant, K Vredenburgh…","Embedded EthiCS: integrating ethics across CS education",2019,"… of the ACM","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3330794","https://scholar.google.com/scholar?cites=7623165244474415312&as_sdt=2005&sciodt=2007&hl=en",131,"2022-06-21 19:36:36","","10.1145/3330794","","",,,,,116,38.67,29,4,3,"… modeling tools to study complex empirical phenomena involving current online networks, including the ways ideas and influence spread and the contagion of economic behaviors. The …","https://arxiv.org/pdf/1808.05686","https://scholar.google.com/scholar?q=related:0FgAjWbsymkJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
11,"A Albano, JL Guillaume, S Heymann…","A matter of time-intrinsic or extrinsic-for diffusion in evolving complex networks",2013,"… of the 2013 IEEE/ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2492517.2492634","https://scholar.google.com/scholar?cites=5383548108953509760&as_sdt=2005&sciodt=2007&hl=en",132,"2022-06-21 19:36:36","","10.1145/2492517.2492634","","",,,,,11,1.22,3,4,9,"Diffusion phenomena occur in many kinds of real-world complex networks, eg, biological, information or social networks. Because of this diversity, several types of diffusion models have …","https://hal.archives-ouvertes.fr/docs/00/98/13/53/PDF/asonam_albano.pdf","https://scholar.google.com/scholar?q=related:gF9mWXs0tkoJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
2,"M Teng, H Zhu, C Liu, H Xiong","Exploiting network fusion for organizational turnover prediction",2021,"ACM Transactions on Management …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3439770","https://scholar.google.com/scholar?cites=14691687442454392892&as_sdt=2005&sciodt=2007&hl=en",133,"2022-06-21 19:36:36","","10.1145/3439770","","",,,,,2,2.00,1,4,1,"… In this article, we study how to exploit turnover contagion by developing a Turnover Influence… attention is dynamic and adequate to capture complex temporal dependencies, unlike FNS …","https://dl.acm.org/doi/pdf/10.1145/3439770","https://scholar.google.com/scholar?q=related:PLCPluNb48sJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
14,"C Fiesler, AS Bruckman","Creativity, Copyright, and Close-Knit Communities: A Case Study of Social Norm Formation and Enforcement",2019,"Proceedings of the ACM on Human-Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3361122","https://scholar.google.com/scholar?cites=4702926703306170727&as_sdt=2005&sciodt=2007&hl=en",134,"2022-06-21 19:36:36","","10.1145/3361122","","",,,,,14,4.67,7,2,3,"… to copyright can be particularly complex. Though mainstream … Traditionally these norms are based in part on complex … has shown that there is a contagion effect. In the context of creative …","https://dl.acm.org/doi/pdf/10.1145/3361122","https://scholar.google.com/scholar?q=related:Z2FDY-smREEJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
5,"J Li, L Wu, R Hong, K Zhang, Y Ge, Y Li","A joint neural model for user behavior prediction on social networking platforms",2020,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3406540","https://scholar.google.com/scholar?cites=12489802256893632219&as_sdt=2005&sciodt=2007&hl=en",135,"2022-06-21 19:36:36","","10.1145/3406540","","",,,,,5,2.50,1,6,2,"… ’s behavior by modeling the complex patterns. However, there … ’ two kinds of behaviors are complex, which could not be well-… Distinguishing influence-based contagion from homophily…","https://le-wu.com/files/Publications/JOURNAL/ACM%20TIST%20%20A%20Joint%20Neural%20Model%20for%20User%20Behavior%20Prediction%20on%20Social%20Networking%20Platforms.pdf","https://scholar.google.com/scholar?q=related:214ElfqwVK0J:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
296,"R Cheng, J Hong, A Kyrola, Y Miao, X Weng…","Kineograph: taking the pulse of a fast-changing and connected world",2012,"… of the 7th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2168836.2168846","https://scholar.google.com/scholar?cites=15067072996093243353&as_sdt=2005&sciodt=2007&hl=en",136,"2022-06-21 19:36:36","","10.1145/2168836.2168846","","",,,,,296,29.60,49,6,10,"… These can be arbitrary complex values, such as top X influential users, or the number of vertices of a certain type. The next iteration of the computation on a vertex is also driven by the …","https://www.cl.cam.ac.uk/~ey204/teaching/ACS/R244_2018_2019/papers/cheng_eurosys_2012.pdf","https://scholar.google.com/scholar?q=related:2a8EqQ__GNEJ:scholar.google.com/&scioq=source:acm+complex+contagion&hl=en&as_sdt=2007"
