"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Detection of Online Manipulation to Prevent Users Victimization","S. Java; F. L. Basheer; S. Riaz; M. J. Kaur; A. Mushtaq","Amity University Dubai, Dubai, UAE; Amity University Dubai, Dubai, UAE; Amity University Dubai, Dubai, UAE; Amity University Dubai, Dubai, UAE; Amity University Dubai, Dubai, UAE","2019 Amity International Conference on Artificial Intelligence (AICAI)","29 Apr 2019","2019","","","593","599","The existing research on online manipulation merely examines the phenomena throughthe aspects of cognitive hacking, semantic social engineering attack, mediadisinformation tactics, and user customized content and emotional contagion. Furthermore,focus is on the way it impacts user's cognition, emotions and behavior. The concept of user victimization as a result of online manipulation has been researched but the current studies fail to come up with asolution-based approach. In this paper, through conceptual deployment of Artificial Intelligence technique's a framework is proposed that could detectonline manipulationand prevent user's victimization. The framework can be prototyped and further improved by integrating usability designing heuristics and functional requirements. However, in this research it has been substantially argued that an intelligent datamining supported by secure privacy layer will detect manipulation on user generated content and prevent unauthorized access to user's personal data, intercept spreading of inauthentic content and protect users from being victimized. The study is particularly useful for researchers who could develop an intelligent system for this particular purpose.","","978-1-5386-9346-9","10.1109/AICAI.2019.8701330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8701330","Online manipulation;user unawareness;cognitive hacking;semantic social engineering attack;media disinformation;customized content;AI","Computer crime;Media;Social networking (online);Semantics;Voting","authorisation;computer crime;content management;data mining;data privacy;Internet;social networking (online)","emotional contagion;user generated content;cognitive hacking;semantic social engineering attack;user behavior;artificial intelligence technique;media disinformation tactics;user victimization prevention;online manipulation detection;intelligent data mining;user cognition;user emotions;secure privacy layer;unauthorized access prevention;user personal data","","1","","26","","29 Apr 2019","","","IEEE","IEEE Conferences"
"Modeling and Simulation of Dynamic Emotion Diffusion in Public Agendas","H. Xu; S. Wu; H. Cai; K. Ai; M. Xu","Huazhong University of Science and Technology,School of Journalism and Information Communication,Wuhan,China,430074; Huazhong University of Science and Technology,School of Journalism and Information Communication,Wuhan,China,430074; Huazhong University of Science and Technology,School of Journalism and Information Communication,Wuhan,China,430074; Huazhong University of Science and Technology,School of Journalism and Information Communication,Wuhan,China,430074; Huazhong University of Science and Technology,School of Journalism and Information Communication,Wuhan,China,430074","2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","14 Dec 2020","2020","","","58","63","As people spend considerable time on digital media, online platforms have functioned as major channels for public expression. Understanding the formation and diffusion of sentiment or emotion is benefit to create a healthy environment for public discussion. In this paper, based on emotion contagion and opinion dynamics, we established a specially designed model for dynamic emotion diffusion. The method of computational modelling and simulation is applied to simulate the real-world social interactions. Factors including the distribution of initial emotion, credibility threshold, self-assertiveness and emotion decay function that might influence sentiment diffusion are analyzed, a novel concept of emotion fluctuation is introduced to predict agents' behavior. Simulation results demonstrate that all these factors mentioned above can influence the evolution of emotion, leading to its fragmentation, polarization or consensus.","2577-1655","978-1-7281-8526-2","10.1109/SMC42975.2020.9282897","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9282897","Emotion diffusion;emotion contagion;public agendas;opinion dynamics","Social networking (online);Mood;Computational modeling;Simulation;Government;Media;Surges","Internet;psychology;sentiment analysis;social networking (online)","opinion dynamics;dynamic emotion diffusion;computational modelling;self-assertiveness;emotion decay function;sentiment diffusion;emotion fluctuation;public agendas;digital media;online platforms;public expression;emotion contagion","","1","","36","","14 Dec 2020","","","IEEE","IEEE Conferences"
"Acquiring and probing self-other equivalencies Using artificial agents to study social cognition","T. Chaminade","Institute of Neurology, University College London, London, WC1N 3BG, UK (e-mail: tchamina@fil.ion.ucl.ac.uk); Cognitive NeuroScience laboratory, Advanced Telecommunication Research institute, Keihana Science City, Kyoto, Japan","ROMAN 2006 - The 15th IEEE International Symposium on Robot and Human Interactive Communication","26 Feb 2007","2006","","","769","774","As artificial anthropomorphic agents, such as humanoid robots and computer-generated characters, are likely to become widespread in our society, it is important to understand humans' emotional reactions to these agents. ""Social resonance"" is an emerging framework in social cognition covering cognitive processes used when experiencing an event and when perceiving another individual experiencing the same event. It has been applied to the domains of action, emotion and pain. After presenting this framework and discussing its use to address questions pertaining to artificial agents' social competence I will present experiments designed to test hypotheses concerning the acquisition and probe self-other equivalencies. In a first study, we tested that motor contagion can be bootstrapped by self-observation using neural network computation and robotic simulation. A complementary strategy was to use paradigms derived from experimental psychology to investigate humans' responses to artificial agents, in order to shed new light on parameters influencing resonance in behaving adults. Finally, the idea of closer ties between researchers investigating artificial agents and social cognitive neuroscience is gaining momentum is both communities, and led to the proposal that a new scientific field, android science, should be created. I will thus discuss how theoretical perspectives from cognitive sciences and resources from computer and robotic sciences can be combined to investigate social cognition and to participate to the development of socially competent artificial agents","1944-9437","1-4244-0564-5","10.1109/ROMAN.2006.314355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4107902","","Cognition;Humans;Resonance;Automatic testing;Cognitive robotics;Anthropomorphism;Humanoid robots;Pain;Probes;Biological neural networks","cognition;cognitive systems;emotion recognition;humanoid robots;man-machine systems;neural nets;psychology","self-other equivalencies;artificial agents;social cognition;artificial anthropomorphic agents;humanoid robots;computer-generated characters;emotional reactions;social resonance;cognitive processes;motor contagion;neural network computation;robotic simulation;social cognitive neuroscience;computer sciences;robotic sciences","","4","","31","","26 Feb 2007","","","IEEE","IEEE Conferences"
"Analysis of neighborhood radii influence on segregation","Maolin Pan; Haiyan Tao; Chengbin Deng","School of Software, Sun Sat-sen University, Guangzhou, Guangdong 510275, China; School of Geographical Science and Planning, Sun Sat-sen University, Guangzhou, Guangdong 510275, China; School of Geographical Science and Planning, Sun Sat-sen University, Guangzhou, Guangdong 510275, China","2008 Asia Simulation Conference - 7th International Conference on System Simulation and Scientific Computing","17 Nov 2008","2008","","","910","913","There are lots of segregation phenomena in our social life, which are important social political and economic problems as well. It is practical and theoretic to study the influence of different factors on separation phenomena. Agent-based modeling (ABM) approach and Java-Swarm technology are adopted to simulate the Schelling separation model. Also, contagion index in landscape ecology is introduced for the quantitative assessment of the influences of different neighborhood radii on separation phenomena. The simulation results show that there is positive correlation between neighborhood radii and contagion index, and that separation keeps growing as the radii rises up.","","978-1-4244-1786-5","10.1109/ASC-ICSC.2008.4675493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4675493","","Biological system modeling;Java;Environmental factors;Educational institutions;Robustness;Probes;Lattices;Constitution","Java;social sciences computing;software agents","neighborhood radii influence;segregation phenomena;social life;agent-based modeling;Java-Swarm technology;Schelling separation model;contagion index;landscape ecology","","","","8","","17 Nov 2008","","","IEEE","IEEE Conferences"
"Adaptive Susceptibility and Heterogeneity in Contagion Models on Networks","R. Pagliara; N. E. Leonard","Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA","IEEE Transactions on Automatic Control","27 Jan 2021","2021","66","2","581","594","Contagious processes, such as spread of infectious diseases, social behaviors, or computer viruses, affect biological, social, and technological systems. Epidemic models for large populations and finite populations on networks have been used to understand and control both transient and steady-state behaviors. Typically it is assumed that after recovery from an infection, every agent will either return to its original susceptible state or acquire full immunity to reinfection. We study the network SIRI (Susceptible-Infected-Recovered-Infected) model, an epidemic model for the spread of contagious processes on a network of heterogeneous agents that can adapt their susceptibility to reinfection. The model generalizes existing models to accommodate realistic conditions in which agents acquire partial or compromised immunity after first exposure to an infection. We prove necessary and sufficient conditions on model parameters and network structure that distinguish four dynamic regimes: infection-free, epidemic, endemic, and bistable. For the bistable regime, which is not accounted for in traditional models, we show how there can be a rapid resurgent epidemic after what looks like convergence to an infection-free population. We use the model and its predictive capability to show how control strategies can be designed to mitigate problematic contagious behaviors.","1558-2523","","10.1109/TAC.2020.2985300","Army Research Office(grant numbers:W911NF-18-1-0325); Office of Naval Research(grant numbers:N00014-19-1-2556); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057446","Adaptive systems, complex networks;multiagent systems;propagation of infection;spreading dynamics","Adaptation models;Sociology;Statistics;Steady-state;Analytical models;Adaptive systems;Computational modeling","artificial immune systems;convergence;directed graphs;epidemics;multi-agent systems;network theory (graphs);stability","adaptive susceptibility;contagion models;contagious processes;infectious diseases;social behaviors;computer viruses;biological systems;social systems;technological systems;epidemic model;finite populations;steady-state behavior;susceptible state;heterogeneous agents;partial immunity;compromised immunity;network structure;infection-free population;problematic contagious behaviors;stability analysis;strongly connected digraphs;rapid resurgent epidemic;sufficient conditions;necessary conditions;transient behavior;reinfection susceptibility;network SIRI model;susceptible-infected-recovered-infected model","","4","","49","IEEE","6 Apr 2020","","","IEEE","IEEE Journals"
"How Iranian Instagram users act for parliament election campaign? A study based on followee network","Z. Aminolroaya; A. Katanforoush","Department of Computer Science, Faculty of Mathematical Sciences, Shahid Behesti University, Tehran, Iran; Department of Computer Science, Faculty of Mathematical Sciences, Shahid Behesti University, Tehran, Iran","2017 3th International Conference on Web Research (ICWR)","29 Jun 2017","2017","","","1","6","Social media place where people communicate and share their ideas provide rich information for social network analysis. There are various analyses such as information diffusion modeling and community detection which are used to analyze data of social networks. In this paper, we investigate some novel aspects of hashtag diffusion among Iranian communities in Instagram in the period of the last legislative election in Iran. After data preparation, we analyze the validation of three different assumptions. First, we study the effects of follower-followee relations in the spread of the campaign hashtags. Based on the timestamps of the posts, we invoke NetRate method to estimate information diffusion rates over edges of follower-followee network. Then, by application of Louvain method as a community detection algorithm, we investigate the relation of community membership and contagion transmission rate. Finally, we study observed topical preferences in network communities. Results show the flow of information from followees to followers with a significant rate of diffusion over the whole network. However, being part of a specific community does not contribute to be exposed to a cascade faster than others. While the communities were defined based on modularity maximization and no information related to hashtags involved, a topical preference also is observed within the communities' hashtags which had the same orientation as observed in two major political parties of Iran.","","978-1-5386-0420-5","10.1109/ICWR.2017.7959297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7959297","networks of information diffusion;information cascades;memes;community detection;structural features;social networks","Twitter;Tagging;Voting;Filtration;Delays;Computer science","government data processing;social networking (online)","Iranian Instagram users;parliament election campaign;followee network;social media;social network analysis;hashtag diffusion;legislative election;follower-followee relations;campaign hashtags;NetRate method;information diffusion rates;Louvain method;community detection algorithm;community membership;contagion transmission rate;topical preferences;modularity maximization","","4","","21","","29 Jun 2017","","","IEEE","IEEE Conferences"
"EpiSimdemics: An efficient algorithm for simulating the spread of infectious disease over large realistic social networks","C. L. Barrett; K. R. Bisset; S. G. Eubank; Xizhou Feng; M. V. Marathe","Network Dynamics and Simulation Science Laboratory, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics and Simulation Science Laboratory, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics and Simulation Science Laboratory, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics and Simulation Science Laboratory, Virginia Tech, Blacksburg, 24061, USA; Network Dynamics and Simulation Science Laboratory, Virginia Tech, Blacksburg, 24061, USA","SC '08: Proceedings of the 2008 ACM/IEEE Conference on Supercomputing","25 Aug 2009","2008","","","1","12","Preventing and controlling outbreaks of infectious diseases such as pandemic influenza is a top public health priority. We describe EpiSimdemics - a scalable parallel algorithm to simulate the spread of contagion in large, realistic social contact networks using individual-based models. EpiSimdemics is an interaction-based simulation of a certain class of stochastic reaction-diffusion processes. Straightforward simulations of such process do not scale well, limiting the use of individual-based models to very small populations. EpiSimdemics is specifically designed to scale to social networks with 100 million individuals. The scaling is obtained by exploiting the semantics of disease evolution and disease propagation in large networks. We evaluate an MPI-based parallel implementation of EpiSimdemics on a mid-sized HPC system, demonstrating that EpiSimdemics scales well. EpiSimdemics has been used in numerous sponsor defined case studies targeted at policy planning and course of action analysis, demonstrating the usefulness of EpiSimdemics in practical situations.","2167-4337","978-1-4244-2834-2","10.1109/SC.2008.5214892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5214892","","Diseases;Computational modeling;Social network services;Public healthcare;Data mining;Schedules;Parallel algorithms","application program interfaces;digital simulation;diseases;health care;medical computing;message passing;parallel algorithms;reaction-diffusion systems;stochastic processes","EpiSimdemics;infectious disease;outbreak control;pandemic influenza;public health priority;scalable parallel algorithm;contagion spread simulation;social contact networks;individual-based models;interaction-based simulation;stochastic reaction-diffusion processes;disease evolution;disease propagation;MPI;mid-sized HPC system","","128","1","25","","25 Aug 2009","","","IEEE","IEEE Conferences"
"Near-Optimal Algorithms for Controlling Propagation at Group Scale on Networks","Y. Zhang; A. Adiga; S. Saha; A. Vullikanti; B. A. Prakash","Department of Computer Science, Virginia Tech, Blacksburg, VA; NDSSL, Biocomplexity Institute of Virginia Tech, Blacksburg, VA; Department of Computer Science, Virginia Tech, Blacksburg, VA; Department of Computer Science, Virginia Tech, Blacksburg, VA; Department of Computer Science, Virginia Tech, Blacksburg, VA","IEEE Transactions on Knowledge and Data Engineering","4 Nov 2016","2016","28","12","3339","3352","Given a network with groups, such as a contact-network grouped by ages, which are the best groups to immunize to control the epidemic? Equivalently, how to choose best communities in social media like Facebook to stop rumors from spreading? Immunization is an important problem in multiple different domains like epidemiology, public health, cyber security, and social media. Additionally, clearly immunization at group scale (like schools and communities) is more realistic due to constraints in implementations and compliance (e.g., it is hard to ensure specific individuals take the adequate vaccine). Hence, efficient algorithms for such a “group-based” problem can help public-health experts take more practical decisions. However, most prior work has looked into individual-scale immunization. In this paper, we study the problem of controlling propagation at group scale. We formulate a set of novel Group Immunization problems for multiple natural settings (for both threshold and cascade-based contagion models under both node-level and edge-level interventions) and develop multiple efficient algorithms, including provably approximate solutions. Finally, we show the effectiveness of our methods via extensive experiments on real and synthetic datasets.","1558-2191","","10.1109/TKDE.2016.2605088","DTRA(grant numbers:HDTRA1-11-1-0016); DTRA(grant numbers:HDTRA1-11-D-0016-0010); US National Science Foundation(grant numbers:CNS 0845700); US National Science Foundation(grant numbers:ICESCCF-1216000); US National Science Foundation(grant numbers:CNS-1011769); US National Science Foundation(grant numbers:ACI-1443054); US National Science Foundation(grant numbers:IIS-1353346); NEH(grant numbers:HG-229283-15); Maryland Procurement Office(grant numbers:H98230-14-C-0127); Intelligence Advanced Research Projects Activity; Department of Interior National Business Center(grant numbers:D12PC000337); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558162","Graph mining;social networks;immunization;diffusion;groups","Immune system;Vaccines;Resource management;Data models;Social network services;Mathematical model;Public healthcare;Graph mining","data mining;graph theory;social networking (online)","near-optimal algorithm;social media;Facebook;individual-scale immunization;graph mining;social networks","","31","","45","IEEE","1 Sep 2016","","","IEEE","IEEE Journals"
"Modeling of an Inference System based on the Composition of Fuzzy Relationships Applied to Sentiment Analysis on the Topic of the Pandemic","A. Rocha-Cedillo; P. M. Quintero-Flores; R. E. Pérez-Loaiza; O. Atriano-Ponce","Tecnológico Nacional de Mexico/ITApizaco,Dep. Sistemas y Computación,Apizaco,Mexico; Tecnológico Nacional de Mexico/ITApizaco,Dep. Sistemas y Computación,Apizaco,Mexico; Tecnológico Nacional de Mexico/ITApizaco,Dep. Sistemas y Computación,Apizaco,Mexico; SmartSoft BA,Direccion General de SmartSoft,Chiautempan,Mexico","2021 Mexican International Conference on Computer Science (ENC)","13 Sep 2021","2021","","","1","8","With the advent of social networks, it is easy to spread all kinds of news, opinions and ideas that have a quickly great reach as it is in the case of twitter. The pandemic caused by covid-19 has generated a growth in publications referring to the issues of isolation, fear of contagion, unemployment, vaccines, among other topics; it is a challenge to be able to identify interesting and useful content from long streams of text or tweets. In this article It is intended to describe the development of a system of composition of fuzzy relationships to classify users who are in different states of mind, tweets in Spanish will be used. Good effectiveness for sentiment analysis should be obtained by applying the composition in those sets that have a relationship.","2332-5712","978-1-6654-2612-1","10.1109/ENC53357.2021.9534790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534790","Fuzzy logic;twitter;composition of fuzzy relationships;sentiment analysis","Computer science;COVID-19;Sentiment analysis;Analytical models;Social networking (online);Pandemics;Computational modeling","fuzzy set theory;pattern classification;sentiment analysis;social networking (online)","inference system;fuzzy relationships;sentiment analysis;pandemic;social networks;unemployment;vaccines;tweets;Spanish;twitter;covid-19","","","","0","","13 Sep 2021","","","IEEE","IEEE Conferences"
"A Model of Homophily, Common Knowledge and Collective Action Through Facebook","G. Korkmaz; C. J. Kuhlman; J. Goldstein; F. V. Redondo",Virginia Tech; Virginia Tech; Virginia Tech; Bocconi university,"2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)","25 Oct 2018","2018","","","409","412","In this paper, we introduce homophily to a game-theoretic model of collective action (e.g., protests) on Facebook and study the effect of homophily in individuals' willingness to participate in collective action, i.e., their thresholds, on the emergence and spread of collective action. We use a real Facebook network and conduct computational experiments to study contagion dynamics (the size and the speed of diffusion) with respect to the level of homophily.","2473-991X","978-1-5386-6051-5","10.1109/ASONAM.2018.8508834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8508834","","Facebook;Games;Analytical models;Knowledge engineering;Sociology;Statistics","game theory;social networking (online);social sciences","collective action;Facebook network;game-theoretic model;homophily;contagion dynamics","","4","","20","","25 Oct 2018","","","IEEE","IEEE Conferences"
"Information Diffusion Predictive Model Using Radiation Transfer","L. Alsuwaidan; M. Ykhlef","Department of Information Systems, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Information Systems, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","IEEE Access","7 Dec 2017","2017","5","","25946","25957","The impact of online social networks on information exchange between humans has revealed the need to study the mechanisms of information diffusion. Multiple prior works have considered empirical studies and introduced new diffusion models to understand the dynamics of the diffusion process. However, the complexity of network structures and user interactions make it challenging to model the diffusion mechanisms of online social networks and to accurately predict diffusion. In this paper, we propose an information diffusion prediction model based on a physical radiation energy transfer mechanism. The aim of this model is to predict the diffusion graph of a certain contagion throughout an interest-based community. This non-parametric model can accommodate the dynamicity of online social networks because it can receive different input diffusion parameters at different diffusion contagions. With our RADiation DIFFusion (RADDIFF) model, we precisely capture the information diffusion process from both temporal and spatial dimensions and measure the level of influence initiated by certain influencers for each diffusion process. To our knowledge, this model is the first in this domain that exploits the prediction of information networks based on a physical radiation mechanism. We conduct an extensive analysis using an experiment that includes two well-known prediction diffusion models, the linear influence model (LIM) and NETINF. The results show that RADDIFF effectively outperforms both the LIM and NETINF in terms of accuracy and the quality of forecast.","2169-3536","","10.1109/ACCESS.2017.2764001","Deanship of Scientific Research and Research Center of College of Computer and Information Sciences, King Saud University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8070117","Radiation;information diffusion;online social networks;RADDIFF","Mathematical model;Social network services;Predictive models;Analytical models;Integrated circuit modeling;Heating systems;Diffusion processes","diffusion;graph theory;information networks;radiative transfer;social networking (online)","information diffusion process;information networks;physical radiation mechanism;prediction diffusion models;information diffusion predictive model;online social networks;information exchange;diffusion mechanisms;information diffusion prediction model;physical radiation energy transfer mechanism;diffusion graph;nonparametric model;radiation diffusion model;linear influence model;LIM;NETINF","","11","","63","CCBY","17 Oct 2017","","","IEEE","IEEE Journals"
"LeadersRank: Towards a new approach for community detection in social networks","S. Ahajjam; M. El Haddad; H. Badir","Laboratory of Information and communication technologies, National School of Applied Sciences, ENSA, Tangier, Morocco; Laboratory of Information and communication technologies, National School of Applied Sciences, ENSA, Tangier, Morocco; Laboratory of Information and communication technologies, National School of Applied Sciences, ENSA, Tangier, Morocco","2015 IEEE/ACS 12th International Conference of Computer Systems and Applications (AICCSA)","9 Jul 2016","2015","","","1","8","Social networks play an important role in the dissemination of information and the spread of influence. Identifying the most influential individuals spreading information or infectious diseases can assist or hinder information dissemination, product exposure, and contagious disease detection. The leader or influential members may be even more critical to product diffusion and the formation of widespread contagions. This paper proposes a new algorithm LeadersRank, which use the network structure to identify influential members, i.e. the leaders' nodes, for community detection in social networks, without a priori knowledge of k number of communities in the network.","2161-5330","978-1-5090-0478-2","10.1109/AICCSA.2015.7507215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7507215","Leader node;graph theory;community detection;social network;centrality;clustering;classification;influential nodes;complex networks","Lead;Three-dimensional displays;Image edge detection;Buildings;Measurement","complex networks;graph theory;information dissemination;social networking (online)","LeadersRank;community detection;social networks;leader nodes;information dissemination;information spreading;infectious diseases;product exposure;contagious disease detection","","4","","33","","9 Jul 2016","","","IEEE","IEEE Conferences"
"An Agent-Based Model for the Interplay of Information and Emotion in Social Diffusion","M. Hoogendoorn; J. Treur; C. N. van der Wal; A. van Wissen","Dept. of Artificial Intell., Vrije Univ. Amsterdam, Amsterdam, Netherlands; Dept. of Artificial Intell., Vrije Univ. Amsterdam, Amsterdam, Netherlands; Dept. of Artificial Intell., Vrije Univ. Amsterdam, Amsterdam, Netherlands; Dept. of Artificial Intell., Vrije Univ. Amsterdam, Amsterdam, Netherlands","2010 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology","1 Nov 2010","2010","2","","439","444","The spread of information and emotion within groups is studied in models of social diffusion. Evidence has been found that the emotional states of humans affect their information processing abilities, and hence, may affect the spread of information as well. This paper introduces an agent-based model that simulates the spread of information and emotion among a group of agents. The model takes both the influence of emotions upon the spread of information and the influence of information on emotions into account. The approach is exemplified by means of a case study in the domain of emergency evacuation.","","978-1-4244-8482-9","10.1109/WI-IAT.2010.181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5614783","computational modeling;agent modeling;group processes;emotion contagion","Intelligent agent;Conferences","multi-agent systems;social sciences computing","agent-based model;human emotion;social diffusion;information processing;emergency evacuation","","10","","20","IEEE","1 Nov 2010","","","IEEE","IEEE Conferences"
"Research on mechanisms of emotional transmission among university students in emergencies","X. Wang; W. Li; Z. Song","School of Economics and Management, and School of Science, Yanshan University, Qinhuangdao, China; School of Economics, Dongbei University of Finance & Economics, Dalian, China; School of Economics and Management, Yanshan University, Qinhuangdao, China","2016 12th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)","24 Oct 2016","2016","","","1829","1834","The study bases on the peculiarity of the emergency events in the college life and the particular characters of the college students. We carry out the study by using the suitable new, which can induce emotion and the suitable respondent. The study divides into three parts. The first part is the study about the spread process of the emotion, we can get that the process developed in the order as “emotion sharing-emotional contagion-emotion sharing once again”. The second part is the study about the spread ways of the emotion, we can get that the intimacy and the trust can forecast the spread of the emotion. The third part is the study of the model building of interpersonal relationship, using the data we get from the survey. After the summarization, we give our conclusion in the end of the study.","","978-1-5090-4093-3","10.1109/FSKD.2016.7603456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7603456","Emotional contagion;Evolution model of scale free networks;Analysis of social networks;System dynamics","","educational institutions;psychology;social sciences","emotional transmission mechanism;university student;emergency event peculiarity;emotion sharing;emotional contagion;model building;interpersonal relationship","","","","7","","24 Oct 2016","","","IEEE","IEEE Conferences"
"End-to-End Compromised Account Detection","H. Karimi; C. VanDam; L. Ye; J. Tang","Department of Computer Science and Enginering, Michigan State University, East Lansing, Michigan, United States; Department of Computer Science and Enginering, Michigan State University, East Lansing, Michigan, United States; Department of Computer Science and Enginering, Michigan State University, East Lansing, Michigan, United States; Department of Computer Science and Enginering, Michigan State University, East Lansing, Michigan, United States","2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)","25 Oct 2018","2018","","","314","321","Social media, e.g. Twitter, has become a widely used medium for the exchange of information, but it has also become a valuable tool for hackers to spread misinformation through compromised accounts. Hence, detecting compromised accounts is a necessary step toward a safe and secure social media environment. Nevertheless, detecting compromised accounts faces several challenges. First, social media activities of users are temporally correlated which plays an important role in compromised account detection. Second, data associated with social media accounts is inherently sparse. Finally, social contagions where multiple accounts become compromised, take advantage of the user connectivity to propagate their attack. Thus how to represent each user's network features for compromised account detection is an additional challenge. To address these challenges, we propose an End-to-End Compromised Account Detection framework (E2ECAD). E2ECAD effectively captures temporal correlations via an LSTM (Long Short-Term Memory) network. Further, it addresses the sparsity problem by defining and employing a user context representation. Meanwhile, informative network-related features are modeled efficiently. To verify the working of the framework, we construct a real-world dataset of compromised accounts on Twitter and conduct extensive experiments. The results of experiments show that E2ECAD outperforms the state of the art compromised account detection algorithms.","2473-991X","978-1-5386-6051-5","10.1109/ASONAM.2018.8508296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8508296","","Feature extraction;Twitter;Computer hacking;Neural networks;Logic gates;Correlation","security of data;social networking (online)","safe media environment;secure social media environment;social media accounts;compromised account detection algorithms;end-to-end compromised account detection","","11","","31","","25 Oct 2018","","","IEEE","IEEE Conferences"
"Empathy between human and robot?","D. Jo; J. Han; K. Chung; S. Lee","Department of Interaction Science, Sungkyunkwan University, Seoul, South Korea; Department of Interaction Science, Sungkyunkwan University, Seoul, South Korea; Department of Interaction Science, Sungkyunkwan University, Seoul, South Korea; Department of Interaction Science and College of Information and Communication Engineering, Sungkyunkwan University, Suwon, South Korea","2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)","21 Mar 2013","2013","","","151","152","This paper aims at finding the answer to the essential question: Can people perceive a robot's presence as having a social existence? We attempt to apply a sociological and psychological approach to understand the influence of robot beings, by observing human emotion and perception changes while subjects watched a funny video clip in the presence of a robot or a human companion, each of which made their own typical laughing sounds. From this experiment, we found that the robot did not affect the human's positive emotions as much as a human companion did, but the robot did discourage negative emotions. However, the subjects were, in general, amused when they were watching the video with the robot. This amusement is similar to the contagious effect of sharing humor with another human being. Our findings suggest that the subjects accepted the robot's presence as a kind of existence empathically.","2167-2148","978-1-4673-3101-2","10.1109/HRI.2013.6483546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6483546","human robot interaction;robot companion;empathy;emotional contagion;presence;social robot","Educational institutions;Atmospheric measurements;Particle measurements;Humanoid robots;Psychology;Distance measurement","emotion recognition;human-robot interaction;psychology","human-robot empathy;robot presence;social existence;sociological approach;psychological approach;human emotion observation;funny video clip;human companion;robot companion;laughing sounds;human positive emotions;negative emotions","","4","","4","","21 Mar 2013","","","IEEE","IEEE Conferences"
