"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Pupillary Correlates of Emotion and Cognition: A Computational Model","C. Balkenius; C. Fawcett; T. Falck-Ytter; G. Gredebäck; B. Johansson","Lund University Cognitive Science, Sweden; Uppsala University; Swedish Collegium for Advanced Study (SCAS) and Uppsala University; Uppsala University; Lund University Cognitive Science and Uppsala University","2019 9th International IEEE/EMBS Conference on Neural Engineering (NER)","20 May 2019","2019","","","903","907","In addition to controlling the influx of light to the retina, the pupil also reacts as a result of cognitive and emotional processing. This makes it possible to use pupil dilation as an index for cognitive effort and emotional arousal. We show how an extended version of a computational model of pupil dilation can account for pupillary contagion effects where the pupil of an observer dilates upon seeing another person with dilated pupils. We also show how the model can reproduce the effects of cognitive effort in a math exercise. Furthermore, we investigate how the model can account for different explanations for the abnormal pupil response seen in individuals with or at risk for autism spectrum disorder. The reported computer simulations illustrate the usefulness of system-level models of the brain in addressing complex cognitive and emotional phenomena.","1948-3554","978-1-5386-7921-0","10.1109/NER.2019.8717091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717091","","Brain modeling;Computational modeling;Retina;Ganglia;Hypothalamus;Autism","biomedical optical imaging;cognition;emotion recognition;eye;medical disorders","pupillary correlation;emotional phenomena;complex cognitive;system-level models;reported computer simulations;abnormal pupil response;dilated pupils;pupillary contagion effects;emotional arousal;cognitive effort;pupil dilation;emotional processing;cognitive processing;computational model","","1","","59","","20 May 2019","","","IEEE","IEEE Conferences"
"A Computational Model of Emotions for Agent-Based Crowds in Serious Games","H. Aydt; M. Lees; L. Luo; W. Cai; M. Y. H. Low; S. K. Kadirvelen","Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore; Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore; Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore; Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore; Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore; Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore","2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology","10 Oct 2011","2011","2","","72","80","Crowd behaviour is an interesting social phenomenon that emerges from complex interactions of individuals. An important aspect of individual behaviour is emotion which plays a significant role in all aspects of human decision making. For example, heightened emotional states can lead people to take highly unexpected or irrational actions. One popular motivation for simulation of virtual crowds is to generate believable characters in movies and computer games. Recently the concept of serious games has been introduced in both academic and industrial circles. In this paper, we propose an emotion engine, based on modern appraisal theory, that is able to model various emotional crowd characteristics. This appraisal engine is capable of capturing the dynamics of emotional contagion and we show how different crowd composition can lead to different patterns of emotional contagion. In addition, we describe a serious game designed for training military personnel in peaceful crowd control. We evaluate this engine in the context of a property protection protest scenario where the players or soldiers are tasked to maintain a peaceful protest without violence. A systematic evaluation is presented which supports the facial validity of the emotion engine and our model of emotional contagion.","","978-1-4577-1373-6","10.1109/WI-IAT.2011.154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6040757","Emotion Modelling;Crowd Simulation;Serious Games","Appraisal;Engines;Games;Computational modeling;Humans;Pattern matching;Context","computer based training;computer games;decision making;military computing;multi-agent systems;virtual reality","computational model;agent-based crowds;serious games;crowd behaviour;human decision making;virtual crowd simulation;computer games;emotion engine;appraisal theory;emotional crowd characteristics;appraisal engine;emotional contagion;military personnel training;property protection protest scenario;soldiers","","14","","16","","10 Oct 2011","","","IEEE","IEEE Conferences"
"A Vector Threshold Model for the Simultaneous Spread of Correlated Influence","Y. Zhuang; O. Yagan","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA","ICC 2019 - 2019 IEEE International Conference on Communications (ICC)","15 Jul 2019","2019","","","1","7","Spread of influence is one of the most widely studied propagation processes in the literature on complex networks. Examples include the rise of collective action to join a riot and diffusion of beliefs, norms, and cultural fads, to name a few. Most existing works on modeling influence propagation consider a single content (e.g., an opinion, decision, product, political view, etc.) spreading over a network independent from everything else. However, most real-life examples involve multiple correlated contents spreading simultaneously and exhibiting positive (e.g., opinions on same-sex marriage and gun control) or negative (e.g., opinions on universal health care and tax-relief for the “rich”) correlation. To accommodate these cases, this paper proposes the vector threshold model, as an extension of the widely used Watts threshold model for complex contagions. Here, the state of a node is represented by a binary vector representing their opinion on a number of content items. Nodes switch their states based on the influence they receive from their neighbors in the network. The influence is represented by a vector containing the proportion of neighbors who support each content; both positively and negatively correlated contents can be captured in this formulation by using different rules for switching node states. Our main result is concerned with the expected size of global cascades, i.e., cases where a randomly chosen node can initiate a propagation that eventually reaches a positive fraction of the whole population. We also derive conditions on network structure for global cascades to be possible. Analytic results are supported by a numerical study.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8761313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8761313","","Correlation;Numerical models;Medical services;Analytical models;Switches;Sociology","complex networks;network theory (graphs);social sciences;vectors","vector threshold model;simultaneous spread;correlated influence;collective action;influence propagation;network independent;multiple correlated contents;universal health care;binary vector;content items;negatively correlated contents;propagation process;Watts threshold model","","","","22","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Financial Resilience and Financial Reliability for Systemic Risk Assessment of Electricity Markets With High-Penetration Renewables","Q. Zhang; F. Li","Department of Electrical Engineering and Computer Science, The University of Tennessee, Knoxville, TN, USA; Department of Electrical Engineering and Computer Science, The University of Tennessee, Knoxville, TN, USA","IEEE Transactions on Power Systems","18 Apr 2022","2022","37","3","2312","2321","Over the past 20 years, the rapid integration of renewable energy has resulted in electricity markets that are increasingly complex, interconnected, and uncertain. Similar to the banking system&#x0027;s financial crisis in 2008 due to chained reactions, severe financial losses due to uncertainty at a large renewable farm could induce significant financial losses at other market participants. The spread of such financial shocks can be worsened by centralized market clearing, and systemic risks consequently germinate in electricity market operations. Therefore, our previous work has compared <italic>systemic</italic> risk with <italic>systematic</italic> risk in the electricity market with uncertainties. However, the scope of our previous work has been limited to risk indices. This paper aims to broaden the study by proposing the theoretical foundation of systemic risk analysis in electricity markets with uncertainties. First, an electricity market financial network is defined to describe the cash inflow&#x002F;outflow of all participants, and the financial contagion is employed to model the interlinks between different entities. Then, two financial properties, financial resilience and financial reliability, are proposed to evaluate the systemic risk in market settlements with uncertainties. Finally, the proposed theoretical foundation of systemic risk is demonstrated on the Texas synthetic 2000-bus system with 70&#x0025; renewable penetration.","1558-0679","","10.1109/TPWRS.2021.3115499","CURENT; Engineering Research Center; National Science Foundation; U.S. Department of Energy(grant numbers:Award EEC-1041877); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9566741","Systemic risk;financial network;financial contagion;financial resilience;financial reliability;locational marginal price (LMP)","Power markets;Renewable energy sources;Uncertainty;Electricity supply industry;Real-time systems;Power system reliability;Systematics","financial management;power markets;renewable energy sources;risk analysis","financial resilience;financial reliability;systemic risk assessment;high-penetration renewables;financial losses;centralized market clearing;systematic risk;electricity market financial network;market settlements;Texas synthetic 2000-bus system;renewable energy;banking system financial crisis;renewable farm","","","","20","IEEE","11 Oct 2021","","","IEEE","IEEE Journals"
"Emotion extraction and entrainment in social media: The case of U.S. immigration and border security","W. Chung; S. He; D. Dajun Zeng; V. Benjamin","Dept. of Decision and Info., Sciences, School of Business Administration, Stetson University, DeLand, Florida, U.S.A.; State Key Lab of Management and Control for Complex Systems, Chinese Academy of Sciences, Beijing, China; Dept. of MIS, U. of Arizona, Tucson, Arizona, U.S.A. and Chinese Academy of Sciences, Beijing, China; Dept. of MIS, Eller College of Management, University of Arizona, Tucson, Arizona, U.S.A.","2015 IEEE International Conference on Intelligence and Security Informatics (ISI)","27 Jul 2015","2015","","","55","60","Emotion plays an important role in shaping public policy and business decisions. The growth of social media has allowed people to express their emotion publicly in an unprecedented manner. Textual content and user linkages fostered by social media networks can be used to examine emotion types, intensity, and contagion. However, research into how emotion evolves and entrains in social media that influence security issues is scarce. In this research, we developed an approach to analyzing emotion expressed in political social media. We compared two methods of emotion analysis to identify influential users and to trace their contagion effects on public emotion, and report preliminary findings of analyzing the emotion of 105,304 users who posted 189,012 tweets on the U.S. immigration and border security issues in November 2014. The results provide strong implication for understanding social actions and for collecting social intelligence for security informatics. This research should contribute to helping decision makers and security personnel to use public emotion effectively to develop appropriate strategies.","","978-1-4799-9889-0","10.1109/ISI.2015.7165939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7165939","emotion;social media analytics;text mining;social network analysis;entrainment;influence;U.S. immigration policy;border security","Media;Security;Informatics;Communities;Public policy;Couplings","behavioural sciences computing;public administration;security;social networking (online)","emotion extraction;emotion entrainment;US immigration;border security;public policy;business decisions;textual content;user linkages;social media networks;security issues;political social media;public emotion;social intelligence;security informatics;decision makers;security personnel","","","","29","","27 Jul 2015","","","IEEE","IEEE Conferences"
"An Agent-Based Model of Common Knowledge and Collective Action Dynamics on Social Networks","C. J. Kuhlman; S. S. Ravi; G. Korkmaz; F. Vega-Redondo","University of Virginia,Biocomplexity Institute,Charlottesville,VA,USA,22904; University of Virginia,Biocomplexity Institute,Charlottesville,VA,USA,22904; University of Virginia,Biocomplexity Institute,Arlington,VA,USA,22209; Bocconi University,Department of Decision Sciences,Milan,ITALY","2020 Winter Simulation Conference (WSC)","29 Mar 2021","2020","","","218","229","Protest is a collective action problem and can be modeled as a coordination game in which people take an action with the potential to achieve shared mutual benefits. In game-theoretic contexts, successful coordination requires that people know each others' willingness to participate, and that this information is common knowledge among a sufficient number of people. We develop an agent-based model of collective action that was the first to combine social structure and individual incentives. Another novel aspect of the model is that a social network increases in density (i.e., new graph edges are formed) over time. The model studies the formation of common knowledge through local interactions and the characterizing social network structures. We use four real-world, data-mined social networks (Facebook, Wikipedia, email, and peer-to-peer networks) and one scale-free network, and conduct computational experiments to study contagion dynamics under different conditions.","1558-4305","978-1-7281-9499-8","10.1109/WSC48552.2020.9383995","National Science Foundation; Air Force Office of Scientific Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9383995","","Knowledge engineering;Social networking (online);Computational modeling;Games;Encyclopedias;Peer-to-peer computing;Internet","complex networks;data mining;game theory;graph theory;network theory (graphs);peer-to-peer computing;social networking (online);social sciences computing","agent-based model;collective action dynamics;collective action problem;coordination game;shared mutual benefits;game-theoretic contexts;successful coordination;social structure;individual incentives;model studies;characterizing social network structures;data-mined social networks;peer-to-peer networks;scale-free network","","","","35","","29 Mar 2021","","","IEEE","IEEE Conferences"
"On SIR epidemic models with feedback-controlled interactions and network effects","M. Alutto; G. Como; F. Fagnani","Politecnico di Torino,Department of Mathematical Sciences ""G.L. Lagrange,"",Torino,Italy,10129; Politecnico di Torino,Department of Mathematical Sciences ""G.L. Lagrange,"",Torino,Italy,10129; Politecnico di Torino,Department of Mathematical Sciences ""G.L. Lagrange,"",Torino,Italy,10129","2021 60th IEEE Conference on Decision and Control (CDC)","1 Feb 2022","2021","","","5562","5567","We study extensions of the classical SIR model of epidemic spread. First, we consider a single population modified SIR epidemics model in which the contact rate is allowed to be an arbitrary function of the fraction of susceptible and infected individuals. This allows one to model either the reaction of individuals to the information about the spread of the disease or the result of government restriction measures, imposed to limit social interactions and contain contagion. We study the effect of both smooth dependancies and discontinuities of the contact rate. In the first case, we prove the existence of a threshold phenomenon that generalizes the well-known dichotomy associated to the reproduction rate parameter in the classical SIR model. Then, we analyze discontinuous feedback terms using tools from sliding mode control. Finally, we consider network SIR models involving different subpopulations that interact on a contact graph and present some preliminary simulations of modified versions of the classic SIR network.","2576-2370","978-1-6654-3659-5","10.1109/CDC45484.2021.9683007","Dipartimenti di Eccellenza; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9683007","","Epidemics;Conferences;Sociology;Government;Statistics;Sliding mode control;Diseases","complex networks;diseases;epidemics;feedback;variable structure systems","feedback-controlled interactions;network effects;epidemic spread;SIR epidemics model;contact rate;susceptible individuals;infected individuals;social interactions;reproduction rate parameter;discontinuous feedback terms;classic SIR network;sliding mode control;contact graph","","","","11","IEEE","1 Feb 2022","","","IEEE","IEEE Conferences"
"Information Flow Networks of Chinese Stock Market Sectors","P. Yue; Q. Cai; W. Yan; W. Zhou","School of Business, East China University of Science and Technology, Shanghai, China; School of Business, East China University of Science and Technology, Shanghai, China; Research Center for Econophysics, East China University of Science and Technology, Shanghai, China; School of Business, East China University of Science and Technology, Shanghai, China","IEEE Access","22 Jan 2020","2020","8","","13066","13077","Transfer entropy measures the strength and direction of information flow between different time series. We study the information flow networks of the Chinese stock market and identify important sectors and information flow paths. This paper uses the daily closing price data of the 28 level-1 sectors from Shenyin & Wanguo Securities ranging from 2000 to 2017 to study the information transmission between different sectors. We construct information flow networks with the sectors as the nodes and the transfer entropy between them as the corresponding edges. Then we adopt the maximum spanning arborescence (MSA) to extract important information flows and the hierarchical structure of the networks. We find that, during the whole sample period, the composite sector is an information source of the whole stock market, while the non-bank financial sector is the information sink. We also find that the non-bank finance, bank, computer, media, real estate, medical biology and non-ferrous metals sectors appear as high-degree root nodes in the outgoing and incoming information flow MSAs. Especially, the non-bank finance and bank sectors have significantly high degrees after 2008 in the outgoing information flow networks. We uncover how stock market turmoils affect the structure of the MSAs. Finally, we reveal the specificity of information source and sink sectors and make a conclusion that the root node sector acts as the information sink of the incoming information flow networks. Overall, our analyses show that the structure of information flow networks changes with time and the market exhibits a sector rotation phenomenon. Our work has important implications for market participants and policy makers in managing market risks and controlling the contagion of risks.","2169-3536","","10.1109/ACCESS.2020.2966278","National Natural Science Foundation of China(grant numbers:U1811462); Shanghai Philosophy and Social Science Fund Project(grant numbers:2017BJB006); Program of Shanghai Young Top-Notch Talent (2018); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8957547","Econophysics;transfer entropy;spanning arborescence;information flow network;sector rotation","Entropy;Stock markets;Time series analysis;Computer crashes;Indexes;Complex systems","banking;entropy;pricing;stock markets","Chinese stock market sectors;information flow paths;level-1 sectors;information transmission;composite sector;information source;nonbank financial sector;information sink;nonbank finance;nonferrous metals sectors;outgoing information flow MSAs;incoming information flow MSAs;bank sectors;outgoing information flow networks;stock market turmoils;sink sectors;root node sector;incoming information flow networks;information flow networks changes;sector rotation phenomenon;maximum spanning arborescence;transfer entropy","","8","","75","CCBY","13 Jan 2020","","","IEEE","IEEE Journals"
"Modeling of cascading failures in cyber-coupled power systems","D. Liu; X. Zhang; C. Zhan; C. K. Tse","Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong","2017 IEEE International Symposium on Circuits and Systems (ISCAS)","28 Sep 2017","2017","","","1","4","In this paper, we develop a stochastic model from the perspective of complex networks to investigate the effects of cyber coupling on cascading failures in coupled power systems. The failure spreading in the coupled system is described by state transition and modeled as a Markov process. We simulate the dynamic profile of the cascading failures caused by the attack of cyber malwares, considering the effects of power overloading, contagion and interdependence between power grids and cyber networks. We study the coupled system created by coupling the UIUC 150 Bus System with synthesized scale-free cyber network. Simulation results present that the dynamic profile of the cascading failures in a coupled system displays a “staircase-like” pattern which can be interpreted as a combined feature of the typical step propagation profile triggered repeatedly by cyber attacks due to cyber network coupling. Results also show that cyber coupling can intensify both the extent and rapidity of power blackouts. Moreover, adopting assortative coupling patten accelerates the failures propagation, in particular under high-degree cyber node targeted attack.","2379-447X","978-1-4673-6853-7","10.1109/ISCAS.2017.8050860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8050860","","Power system faults;Power system protection;Malware;Couplings;Computers;Stochastic processes","cyber-physical systems;Markov processes;power grids;power system reliability;power system security;power system simulation","stochastic model;complex networks;cascading failures;coupled power systems;state transition;Markov process;dynamic profile;cyber malwares;power overloading;power grids;UIUC 150 Bus System;synthesized scale-free cyber network;typical step propagation profile;cyber network coupling;power blackouts;assortative coupling patten;failures propagation;high-degree cyber node targeted attack","","2","","10","","28 Sep 2017","","","IEEE","IEEE Conferences"
"Group Abstraction for Large-Scale Agent-Based Social Diffusion Models","A. Sharpanskykh; J. Treur","Artificial Intell. Dept., VU Univ. Amsterdam, Amsterdam, Netherlands; Artificial Intell. Dept., VU Univ. Amsterdam, Amsterdam, Netherlands","2011 IEEE Third International Conference on Privacy, Security, Risk and Trust and 2011 IEEE Third International Conference on Social Computing","2 Jan 2012","2011","","","830","837","In this paper an approach is proposed to handle complex dynamics of large-scale multi-agents systems modelling social diffusion processes. Based on local properties of the individual agents and their connections, groups and dynamic properties of these groups are identified. To determine such dynamic group properties two abstraction methods are proposed: determining a group invariant and approximation of group processes by weighted averaging of interactions. This enables simulation of the multi-agent system at a more abstract level by considering groups as single entities substituting a large number of interacting agents. In this way the scalability of large-scale simulation can be improved significantly. Computational properties of the developed approach are addressed in the paper. The approach is illustrated for a collective decision making model.","","978-1-4577-1931-8","10.1109/PASSAT/SocialCom.2011.140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113225","social contagion;group abstraction;agent-based simulation;large-scale multi-agent systems","Computational modeling;Equations;Decision making;Mathematical model;Multiagent systems;Approximation methods;Differential equations","decision making;multi-agent systems","group abstraction;large-scale agent-based social diffusion models;large-scale multiagents systems;dynamic group properties;group invariant determination;group process approximation;interacting agents;large-scale simulation;collective decision making model","","6","","12","","2 Jan 2012","","","IEEE","IEEE Conferences"
"The OMG-Empathy Dataset: Evaluating the Impact of Affective Behavior in Storytelling","P. Barros; N. Churamani; A. Lim; S. Wermter","Knowledge Technology, University of Hamburg,Department of Informatics,Hamburg,Germany; University of Cambridge,Department of Computer Science and Technology,Cambridge,UK; School of Computing Science, Simon Fraser University,Burnaby,BC,Canada; Knowledge Technology, University of Hamburg,Department of Informatics,Hamburg,Germany","2019 8th International Conference on Affective Computing and Intelligent Interaction (ACII)","9 Dec 2019","2019","","","1","7","Processing human affective behavior is important for developing intelligent agents that interact with humans in complex interaction scenarios. A large number of current approaches that address this problem focus on classifying emotion expressions by grouping them into known categories. Such strategies neglect, among other aspects, the impact of the affective responses from an individual on their interaction partner thus ignoring how people empathize towards each other. This is also reflected in the datasets used to train models for affective processing tasks. Most of the recent datasets, in particular, the ones which capture natural interactions (“in-the-wild” datasets), are designed, collected, and annotated based on the recognition of displayed affective reactions, ignoring how these displayed or expressed emotions are perceived. In this paper, we propose a novel dataset composed of dyadic interactions designed, collected and annotated with a focus on measuring the affective impact that eight different stories have on the listener. Each video of the dataset contains around 5 minutes of interaction where a speaker tells a story to a listener. After each interaction, the listener annotated, using a valence scale, how the story impacted their affective state, reflecting how they empathized with the speaker as well as the story. We also propose different evaluation protocols and a baseline that encourages participation in the advancement of the field of artificial empathy and emotion contagion.","2156-8111","978-1-7281-3888-6","10.1109/ACII.2019.8925530","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8925530","Empathy;Dyadic Interactions;Affective Behaviour","Emotion recognition;Computational modeling;Human computer interaction;Multimedia computing;Intelligent agents","emotion recognition;human computer interaction;multimedia computing","displayed affective reactions;dyadic interactions;emotion contagion;OMG-empathy dataset;human affective behavior;intelligent agents;emotion expressions;storytelling","","2","","37","","9 Dec 2019","","","IEEE","IEEE Conferences"
"A generative stochastic graphical model for simulating social protest","D. Subramanian; L. L. Titus","IBM Research, 1101, Kitchawan Road, Rte 134, Yorktown Heights, NY 10598, USA; Laboratory for Analytic Sciences, NCSU, 1021 Main Campus Drive, Raleigh, NC 27606, USA","2017 Winter Simulation Conference (WSC)","8 Jan 2018","2017","","","4396","4407","Civilian protest is a complex phenomenon where large numbers of protestors participate in demonstrations. It involves multiple groups, various trigger events and social reinforcement where groups excite each other. We present a graphical generative model in which a baseline spontaneous process may undergo excitation due to external triggers, as well as inter-group contagion. We define a trigger-conditional multivariate Hawkes process, where excitation is conditional on the presence of active triggers. An arrival in this process corresponds to a batch of protestors, and random marks on the arrival serve to capture both the excitation-related parameters as well as the size of protest. The batch arrival intensity and the batch size, while mutually independent, exhibit respective history-dependence due to memory that is modeled in the excitation phenomena. We present a simulation algorithm for generating sample paths, and results estimating likelihood of large-scale protest on a realistic model.","1558-4305","978-1-5386-3428-8","10.1109/WSC.2017.8248144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8248144","","Data models;Computational modeling;Graphical models;Government;Analytical models;Additives;Stochastic processes","graph theory;social aspects of automation;stochastic processes","external triggers;trigger-conditional multivariate Hawkes process;active triggers;random marks;excitation-related parameters;batch arrival intensity;batch size;large-scale protest;intergroup contagion;baseline spontaneous process;graphical generative model;social reinforcement;multiple groups;civilian protest;social protest;generative stochastic graphical model","","","","28","","8 Jan 2018","","","IEEE","IEEE Conferences"
"Collective Entity Resolution in Familial Networks","P. Kouki; J. Pujara; C. Marcum; L. Koehly; L. Getoor","Sch. of Eng., Univ. of California, Santa Cruz, Santa Cruz, CA, USA; Sch. of Eng., Univ. of California, Santa Cruz, Santa Cruz, CA, USA; NA; NA; Sch. of Eng., Univ. of California, Santa Cruz, Santa Cruz, CA, USA","2017 IEEE International Conference on Data Mining (ICDM)","18 Dec 2017","2017","","","227","236","Entity resolution in settings with rich relational structure often introduces complex dependencies between co-references. Exploiting these dependencies is challenging - it requires seamlessly combining statistical, relational, and logical dependencies. One task of particular interest is entity resolution in familial networks. In this setting, multiple partial representations of a family tree are provided, from the perspective of different family members, and the challenge is to reconstruct a family tree from these multiple, noisy, partial views. This reconstruction is crucial for applications such as understanding genetic inheritance, tracking disease contagion, and performing census surveys. Here, we design a model that incorporates statistical signals, such as name similarity, relational information, such as sibling overlap, and logical constraints, such as transitivity and bijective matching, in a collective model. We show how to integrate these features using probabilistic soft logic, a scalable probabilistic programming framework. In experiments on real-world data, our model significantly outperforms state-of-the-art classifiers that use relational features but are incapable of collective reasoning.","2374-8486","978-1-5386-3835-4","10.1109/ICDM.2017.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8215495","","Probabilistic logic;Programming;History;Electronic mail;Image color analysis;Diabetes","data mining;inference mechanisms;information networks;learning (artificial intelligence);probabilistic logic;probability;statistical analysis;trees (mathematics)","collective model;probabilistic soft logic;relational features;collective reasoning;collective entity resolution;familial networks;complex dependencies;statistical dependencies;logical dependencies;multiple partial representations;family tree;statistical signals;relational information;logical constraints;family members;relational dependencies","","19","","27","","18 Dec 2017","","","IEEE","IEEE Conferences"
"A novel RFID system for monitoring livestock health state","H. Bouazza; O. Zerzouri; M. Bouya; A. Charoub; A. Hadjoudja","International University of Rabat-UIR, Technopolis Rabat-shore; International University of Rabat-UIR, Technopolis Rabat-shore; International University of Rabat-UIR, Technopolis Rabat-shore; CintoSoft; Laboratoire de Génie Electrique et Systèmes Energétique, Université Ibn Tofail, Kenitra","2017 International Conference on Engineering and Technology (ICET)","8 Mar 2018","2017","","","1","4","The permanent search for quality and competitiveness on the part of companies operating in the livestock sector. resulting from increasingly fierce competition and more complex flows. In this context, RFID is an undeniable lever for creating value along the supply chain. Such integrated systems offer dual advantages of lowered labor costs due to automation and enhanced profits due to optimization of animal productivity, health and welfare However, RFID-based systems might not be economically viable for small-hold livestock farmers unless there is considerable value advantage. Further, the set up and operation of a data recording system for small-hold farmers is also difficult due to size-constraints and distant farm units. In this paper, we present a livestock health state monitoring system using radiofrequency identification and telemetry The system can additionally be used to periodically collec a health state records and to operate veterinary service delivery. The integrated system comprises of a temperature sensor associated with a semi-passive RFID tag attached to the animal ear, in communication by radio frequency with a box that contains an RFID reader and a loca computer which treat the received information. This data is subsequently transmitted simultaneously to the server and to a small box that contains an LED circuit as a visual indicator. The central server offers dashboards on the state of health of the livestock, medical follow-up and emergency interventions. This system allows the monitoring of their health state to avoid the losses and contagions.","","978-1-5386-1949-0","10.1109/ICEngTechnol.2017.8308159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308159","Temperature sensor;RFID;tags;health state;monitoring;server;data transmission","Radiofrequency identification;Agriculture;ISO Standards;Animals;Monitoring;Temperature sensors","health care;radiofrequency identification;temperature sensors","semipassive RFID tag;RFID reader;novel RFID system;monitoring livestock health state;livestock sector;increasingly fierce competition;supply chain;integrated system;dual advantages;lowered labor costs;automation;enhanced profits;RFID-based systems;small-hold livestock farmers;data recording system;small-hold farmers;distant farm units;livestock health state monitoring system;radiofrequency identification;health state records","","4","","5","","8 Mar 2018","","","IEEE","IEEE Conferences"
"Research on Suzhou river sullage treatment and energy resource utility","D. Cheng; S. Zhou; Q. Wang","College of Urban Construction and Safety Engineering, Shanghai Institute of Technology, 201418, China; College of Urban Construction and Safety Engineering, Shanghai Institute of Technology, 201418, China; College of Urban Construction and Safety Engineering, Shanghai Institute of Technology, 201418, China","2011 International Conference on Materials for Renewable Energy & Environment","27 Jun 2011","2011","1","","1018","1021","Urban sullage is city garbage' main source, which include city sewage factory and water supply factory'sullage,drain pipe sullage,water dredge up sullage,and so on. It is still our attention matter that sullgage is deposited of being avoided pollution again at present. As an example of Suzhou river sullage treatment and resource utility, firstly, the characteristics of Suzhou river sullage (such as small grain, ingredient complex, easy contagion and peculiar smell, not easy dehydration,etc.) are obtained after analyzing urban sullage meaning and city sewage' treatment process in the paper. Then, the problem and reason of Suzhou river sullage treatment difficulty & treatment methods lag are put forward. Thirdly, two groups typical sullage data (one is city life drain water, the other is industry drain water) are sampled from different sewage treatment factory, and comparative analyses are made for the data in details, and many usably results are acquired. Finally, Suzhou river sullage treatment and resource utility approach are given.","","978-1-61284-752-8","10.1109/ICMREE.2011.5930974","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5930974","Shanghai Suzhou River;sewage and sullage treatment;energy resource utility;environment protection Introduction","Coal;Pollution;Ash","rivers;sewage treatment;wastewater treatment;water pollution;water supply","Suzhou river sullage treatment;energy resource utility;urban sullage;city sewage factory;water supply factory;drain pipe sullage;water dredge up sullage;pollution;city sewage treatment process","","","","10","","27 Jun 2011","","","IEEE","IEEE Conferences"
